age_group,subject,topic,difficulty_level,example_type,input,output,solution_steps
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a robotic arm used for?,"A robotic arm is used to pick, place, or assemble objects automatically.","Explain that the arm can move and manipulate objects.,  Describe tasks it can perform.,  Give examples in factories or labs."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,comparison,Compare AI in robots and AI in smartphones.,"Robots use AI to interact with the physical world, while smartphones use AI for apps and personal assistance.","Explain robot interaction with environment using sensors and AI.,  Explain smartphone AI assisting users through apps or voice commands.,  Highlight differences in application and functionality."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can a robot monitor elderly people at home safely?,"By using motion sensors, AI to detect falls or unusual activity, and alerting caregivers.","Install motion and pressure sensors in the home.,  Use AI to analyze activity patterns.,  Send alerts to caregivers in case of emergencies."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a drone robot?,A drone robot is a flying machine that can operate autonomously or via remote control.,"Define the drone as a flying robot.,  Explain autonomous or remote operation.,  Provide examples like delivery or aerial photography drones."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,analysis,Why is AI important in robotic surgery?,"AI allows precise movements, reduces human error, and assists surgeons in complex operations.","Explain surgical robots’ tasks.,  Show how AI improves precision and efficiency.,  Discuss safety benefits for patients."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can a robot identify toxic chemicals in a lab?,Using chemical sensors and AI to detect and alert about hazardous substances.,"Install chemical detection sensors.,  Program AI to classify and recognize toxins.,  Activate safety protocols to alert humans or avoid hazards."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is an industrial robot?,An industrial robot is a machine used in factories to automate tasks like assembly or packaging.,"Define its role in industrial settings.,  Explain automation benefits.,  Give examples like assembling cars or electronics."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,analysis,How do AI robots improve warehouse operations?,"They organize products, track inventory, and deliver items efficiently without human intervention.","Identify repetitive warehouse tasks.,  Explain AI decision-making for organization and delivery.,  Discuss efficiency and accuracy improvements."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can AI robots help in firefighting?,"By detecting fire and smoke, navigating dangerous areas, and assisting in extinguishing flames safely.","Equip robots with heat and smoke sensors.,  Use AI for navigation and hazard detection.,  Program actions to help control or extinguish fire."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a smart factory?,A smart factory uses robots and AI to automate production efficiently.,"Define automation in factories.,  Explain use of AI to control machines.,  Give examples like automated assembly or quality checks."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,comparison,Compare manual and AI-powered machines.,"Manual machines need humans to operate them, while AI machines can work independently and adapt to changes.","Explain manual machine operation.,  Describe autonomous functions of AI machines.,  Highlight advantages like efficiency and adaptability."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can a robot recognize handwritten numbers?,By using cameras and machine learning algorithms to analyze and identify the shapes of numbers.,"Use cameras to capture images of numbers.,  Train AI with machine learning to recognize number patterns.,  Test and improve accuracy with new samples."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a sensor in robotics?,A sensor is a device that detects changes in the environment and sends information to the robot.,"Define what a sensor does.,  Explain that it sends data to the robot.,  Give examples like touch,  light,  or motion sensors."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,analysis,Why do robots in hospitals need AI?,"AI helps robots assist doctors, deliver medicines, and monitor patients efficiently.","Identify tasks robots perform in hospitals.,  Explain how AI supports decision-making.,  Discuss efficiency and safety improvements."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can a robot sort recyclables automatically?,By using sensors to detect material type and AI to control sorting mechanisms.,"Equip sensors to identify materials like plastic,  metal,  or paper.,  Program AI to classify and direct objects to correct bins.,  Ensure mechanical sorting arms or conveyors act according to AI decisions."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is an AI robot?,An AI robot is a robot that uses artificial intelligence to make decisions and perform tasks.,"Define AI as intelligence for machines.,  Explain that the robot uses AI to act.,  Give examples like delivery robots or smart assistants."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,analysis,How do smart robots learn from their mistakes?,They use AI algorithms to analyze errors and adjust future actions to avoid repeating them.,"Detect when a mistake occurs.,  Use AI to analyze why it happened.,  Adjust future actions or decisions based on analysis."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,Design a robot that can navigate through a maze.,"The robot should have sensors to detect walls, AI to plan paths, and actuators to move accordingly.","Use proximity sensors to detect obstacles.,  Implement AI pathfinding algorithms.,  Program movement controls to follow the planned path."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is automation?,Automation is when machines perform tasks without human help.,"Explain that machines can work independently.,  Give examples like factory robots or automatic doors.,  Mention reduced human intervention."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,comparison,Compare AI robots and human workers.,"AI robots perform repetitive or dangerous tasks efficiently, while humans use creativity and judgment.","List tasks suitable for AI robots.,  Identify tasks humans excel at.,  Highlight differences in efficiency and decision-making."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can a robot detect if food is spoiled?,Using chemical sensors and AI analysis to detect unusual odor or composition.,"Install chemical or gas sensors.,  Use AI to interpret data from sensors.,  Alert humans or discard food based on analysis."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a humanoid robot?,A humanoid robot is a robot designed to look and act like a human.,"Define humanoid robots as human-like.,  Explain features like walking or talking.,  Give examples used in customer service or research."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,analysis,Why do robots use multiple types of sensors?,To gather complete information about their surroundings for accurate decisions.,"Identify different sensor types like light,  touch,  or motion.,  Explain how combining data improves decision-making.,  Provide examples like obstacle avoidance or mapping."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can a robot help in a disaster zone?,"By navigating debris, detecting survivors with sensors, and communicating information to rescuers.","Equip robot with cameras and motion sensors.,  Use AI to identify people or hazards.,  Provide communication tools to send alerts to humans."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a robotic pet?,A robotic pet is a robot designed to behave like a real pet.,"Define robotic pet.,  Explain that it can respond to touch or voice.,  Give examples like robot dogs or cats."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,analysis,How does AI improve the efficiency of warehouse robots?,"AI helps robots plan paths, avoid collisions, and prioritize tasks for faster operations.","Describe path planning using AI.,  Explain collision detection with sensors.,  Show how task prioritization improves workflow."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can a robot identify and sort recyclable materials?,Using AI with cameras and sensors to detect material type and guide them to correct bins.,"Install cameras and sensors to detect materials.,  Train AI to classify materials.,  Program sorting mechanisms to act based on AI classification."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a cleaning robot?,A cleaning robot is a robot designed to clean floors or surfaces automatically.,"Define cleaning robot.,  Explain automatic operation.,  Give examples like robot vacuums or mopping robots."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,comparison,Compare industrial robots and home robots.,"Industrial robots work in factories for assembly or packaging, while home robots assist with daily tasks or entertainment.","Explain industrial robot functions.,  Explain home robot functions.,  Highlight differences in environment and purpose."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can a robot detect fire in a building?,By using heat and smoke sensors with AI to alert humans or trigger safety measures.,"Install heat and smoke sensors.,  Use AI to analyze sensor data.,  Trigger alerts or automated responses if fire is detected."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a vacuum robot?,A vacuum robot is a machine that automatically cleans floors using sensors to avoid obstacles.,"""Define the robots cleaning function."",  Explain obstacle detection with sensors.,  Mention autonomous operation without human control."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,analysis,Why are sensors important in autonomous vehicles?,"Sensors detect obstacles, lane markings, and other vehicles so AI can navigate safely.","Identify types of sensors used.,  Explain how sensor data is processed by AI.,  Describe decision-making for safe navigation."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,Design a robot that can assist firefighters in dangerous areas.,"The robot should have heat and gas sensors, AI to detect hazards, and tools to navigate and extinguish fires.","Equip sensors to detect heat,  smoke,  and toxic gases.,  Use AI to analyze hazards and plan actions.,  Provide mechanical tools for firefighting and navigation."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a delivery robot?,A delivery robot is a robot designed to carry and deliver items autonomously.,"Define delivery robot function.,  Explain autonomous navigation.,  Give examples like delivering packages or food."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,analysis,How does AI help robots in agriculture?,"AI helps robots identify crops, detect weeds, and optimize harvesting.","Identify agricultural tasks robots perform.,  ""Explain AIs role in decision-making and detection."",  Describe efficiency improvements in farming."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can a robot detect when a human is injured?,By using cameras and motion sensors with AI to recognize abnormal postures or signs of distress.,"Equip the robot with cameras and motion sensors.,  Program AI to detect unusual positions or gestures.,  Alert humans or take appropriate action."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is an AI algorithm?,An AI algorithm is a set of instructions that allows a robot or computer to learn and make decisions.,"Define algorithm as a set of instructions.,  Explain AI helps in learning from data.,  Give examples like pattern recognition or decision-making."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,comparison,Compare remote-controlled robots and autonomous robots.,"Remote-controlled robots need human guidance, while autonomous robots use AI to make decisions independently.","Explain remote-controlled robot operation.,  Explain autonomous robot decision-making using AI.,  Highlight advantages and limitations of each type."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can a robot monitor environmental pollution?,By using chemical and air quality sensors with AI to detect pollutants and report findings.,"Install sensors to detect pollutants.,  Use AI to analyze sensor data.,  Send alerts or report measurements to humans."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a robot assistant?,A robot assistant is a machine that helps humans with tasks using AI and sensors.,"Define its role in assisting humans.,  Explain how AI guides its actions.,  Provide examples like cleaning or healthcare robots."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,analysis,Why do AI robots need continuous data input?,Continuous data helps robots adapt to changing environments and make accurate decisions.,"Explain that AI uses data to learn.,  Describe how changing conditions require updates.,  Provide examples like self-driving cars or warehouse robots."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can a robot distinguish between humans and animals?,"By using AI with cameras and machine learning models trained to recognize differences in shape, size, and movement.","Capture images using cameras.,  Train AI to identify humans versus animals.,  Use real-time analysis to make distinctions accurately."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a robotic pet toy?,A robotic pet toy is a small robot designed to behave like a pet for entertainment.,"Define robotic pet toy.,  Explain interaction features like movement or sound.,  Give examples like robot dogs or interactive cats."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,comparison,Compare AI in healthcare robots and industrial robots.,"Healthcare robots assist patients and doctors, while industrial robots focus on manufacturing tasks.","Describe healthcare robot tasks.,  Describe industrial robot tasks.,  Highlight differences in purpose,  environment,  and interaction with humans."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can a robot navigate a cluttered room safely?,By using AI with multiple sensors to detect obstacles and calculate safe paths around them.,"Install sensors like LiDAR,  infrared,  or cameras.,  Use AI algorithms to plan navigation paths.,  Continuously adjust movement based on sensor feedback."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a self-driving car?,A self-driving car is a vehicle that drives itself using AI and sensors.,"Define autonomous driving.,  Explain role of AI and sensors.,  Give examples like Tesla autopilot or Waymo cars."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,analysis,Why do robots in warehouses use AI instead of humans for inventory?,"AI robots are faster, more accurate, and can work continuously without fatigue.","Explain repetitive inventory tasks.,  Describe AI benefits in accuracy and speed.,  Highlight 24/7 operation advantages."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can a robot detect and avoid obstacles in real-time?,"By using sensors like LiDAR and ultrasonic sensors, combined with AI algorithms to calculate safe paths.","Equip robot with distance-detecting sensors.,  Use AI to process sensor data.,  Continuously adjust movement to avoid collisions."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a sensor array?,A sensor array is a group of sensors that work together to provide more accurate data for a robot.,"Define multiple sensors working as a group.,  Explain the benefit of combining data.,  Give examples like robots detecting temperature and motion simultaneously."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,analysis,Why do robots need AI to perform tasks in unknown environments?,"AI helps robots learn, make decisions, and adapt to environments they haven’t encountered before.","Explain unknown environment challenges.,  Describe AI learning and decision-making capabilities.,  Provide examples like exploration or search-and-rescue robots."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can AI robots sort fruits by ripeness automatically?,"Using cameras and AI to detect color and texture differences, robots can separate fruits based on ripeness.","Install cameras to capture fruit images.,  Train AI to recognize color and texture patterns.,  Program robots to separate fruits according to ripeness level."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a humanoid robot used for?,"A humanoid robot is used to interact with humans, perform tasks, or assist in research and learning.","Define humanoid robots as human-like.,  Explain interaction with humans.,  Give examples in education or customer service."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,comparison,Compare AI in robots and AI in smartphones.,"Robots use AI for interacting with the physical world, while smartphones use AI for personal assistance and apps.","Explain robot AI applications with sensors and movement.,  Explain smartphone AI applications like voice assistants.,  Highlight differences in purpose and environment."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can AI robots detect if a package is fragile?,"By using sensors to measure weight, shape, and pressure, and AI to analyze and decide careful handling methods.","Install sensors to detect physical properties of the package.,  Use AI to interpret sensor data.,  Program robot to adjust handling accordingly."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is an industrial robot?,"An industrial robot is a machine used in factories to automate tasks such as assembly, welding, or packaging.","Define industrial robots in factories.,  Explain tasks they perform.,  Give examples like car assembly or electronics manufacturing."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,analysis,Why is AI important for delivery robots?,"AI helps them navigate, avoid obstacles, and choose the best route to deliver items efficiently.","Explain navigation challenges.,  Describe obstacle detection and avoidance.,  Highlight route optimization for efficiency."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can a robot analyze soil quality in a farm?,"By using chemical sensors and AI to detect nutrients, pH, and moisture levels for better crop planning.","Install soil sensors.,  Use AI to process and analyze sensor data.,  Provide actionable insights for planting or fertilization."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a cleaning robot?,A cleaning robot is a machine that automatically cleans floors or surfaces using sensors and AI.,"Define cleaning robot.,  Explain autonomous operation.,  Give examples like robot vacuums or mop robots."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,analysis,How do warehouse robots improve efficiency?,"AI robots organize products, track inventory, and move items faster than humans.","Explain sorting and tracking tasks.,  Describe AI path optimization.,  Highlight speed and accuracy improvements."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can a robot detect hazardous gases?,By using gas sensors with AI to recognize harmful chemical concentrations and alert humans.,"Install gas detection sensors.,  Use AI to interpret sensor readings.,  Trigger alerts when dangerous gases are detected."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a robotic arm?,"A robotic arm is a machine designed to move, lift, or manipulate objects automatically.","Define robotic arm function.,  Explain how it can perform tasks automatically.,  Give examples in factories or laboratories."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,comparison,Compare AI robots and traditional machines.,"AI robots adapt to new situations, while traditional machines follow fixed instructions.","Explain adaptability of AI robots.,  Explain fixed operations of traditional machines.,  Highlight differences in learning and decision-making."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can a robot monitor elderly people at home safely?,"By using motion sensors, cameras, and AI to detect falls or unusual behavior and alert caregivers.","Install motion and camera sensors in the home.,  Use AI to analyze movement and detect anomalies.,  Send alerts to caregivers in emergencies."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a self-driving car?,A self-driving car is a vehicle that drives itself using AI and sensors to navigate roads safely.,"Define autonomous vehicle.,  Explain use of sensors for navigation.,  ""Mention AIs role in decision-making and safety."""
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,analysis,Why do robots need multiple sensors?,"Multiple sensors provide comprehensive information, allowing AI to make more accurate decisions.","Explain types of sensors like motion,  light,  and temperature.,  Describe data combination for accuracy.,  Give examples like navigation or object detection."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can a robot deliver medicine in a hospital safely?,"By using AI for navigation, sensors to avoid obstacles, and programming to ensure proper handling of medicines.","Equip the robot with navigation sensors.,  Use AI to plan the route and avoid obstacles.,  Program safe handling procedures for medicines."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a robot vacuum?,A robot vacuum is a machine that automatically cleans floors using sensors to detect obstacles and dirt.,"Define the function of a robot vacuum.,  Explain sensors for navigation.,  Mention autonomous cleaning without human intervention."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,analysis,Why are sensors important for self-driving cars?,"Sensors detect road conditions, obstacles, and traffic, allowing AI to make safe driving decisions.","Identify different sensors used (camera,  LiDAR,  radar).,  Explain how AI processes sensor data.,  Describe decision-making for safe navigation."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can a robot help in disaster rescue operations?,"By using AI to locate victims, sensors to navigate debris, and communication tools to alert rescuers.","Equip robot with cameras and motion sensors.,  Use AI to detect and identify humans in distress.,  Send real-time alerts to rescue teams."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a robotic pet?,A robotic pet is a machine that mimics the behavior of real animals for companionship or entertainment.,"Define robotic pet.,  Explain its interactive features.,  Give examples like robotic dogs or cats."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,comparison,Compare AI robots and traditional machines.,"AI robots can adapt and learn, whereas traditional machines perform fixed tasks without learning.","Explain adaptability of AI robots.,  Explain fixed operations of traditional machines.,  Highlight differences in learning and decision-making."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can AI robots identify faulty products in a factory?,By using cameras and AI image recognition to detect defects and remove faulty items.,"Install cameras to capture product images.,  Use AI to analyze images for defects.,  Program robotic arms to separate faulty products."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is automation?,Automation is when machines perform tasks without human intervention.,"Define automation.,  Explain machines performing tasks independently.,  Give examples like robotic arms in factories."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,analysis,How does AI help robots in warehouses?,"AI robots can organize, track, and move items efficiently, reducing errors and saving time.","Explain sorting and tracking tasks.,  Describe AI decision-making for movement and organization.,  Highlight efficiency and accuracy benefits."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can a robot detect if a bridge is safe to cross?,"Using AI with sensors to measure structural stability, detect cracks, and analyze risk before proceeding.","Install stress and vibration sensors.,  Use AI to interpret sensor data.,  Make decisions or alert humans about safety."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a humanoid robot?,A humanoid robot is a robot designed to resemble and interact like a human.,"Define humanoid robot.,  Explain human-like features.,  Give examples in education,  research,  or service."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,analysis,Why do delivery robots use AI instead of humans?,"AI robots can deliver items efficiently, navigate autonomously, and operate continuously without fatigue.","Explain autonomous navigation.,  Describe AI decision-making for routes.,  Highlight continuous operation and efficiency."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can AI robots help monitor wildlife?,"By using cameras, sensors, and AI to track animals, detect threats, and analyze behavior without disturbing habitats.","Equip robots with cameras and motion sensors.,  Use AI to analyze animal movements and behavior.,  Provide reports or alerts to conservationists."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a robot arm?,A robot arm is a machine that can move and manipulate objects automatically.,"Define robot arm.,  Explain movement and object handling.,  Give examples in factories or laboratories."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,comparison,Compare humanoid robots and industrial robots.,"Humanoid robots are designed to interact with humans, while industrial robots focus on production tasks.","Describe humanoid robot features and purposes.,  Describe industrial robot features and tasks.,  Highlight differences in function and environment."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can a robot identify recyclable plastics from a pile of waste?,"By using cameras, sensors, and AI to detect color, shape, and material type for sorting.","Equip robot with visual and material sensors.,  Use AI to analyze data and classify plastics.,  Program sorting mechanism to separate items accordingly."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a service robot?,"A service robot is a robot that helps humans with tasks such as cleaning, delivering items, or assisting in hotels.","Define service robot.,  Explain its purpose to assist humans.,  Give examples like hotel delivery robots or cleaning robots."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,analysis,How does AI help a robot play games?,"AI allows the robot to analyze rules, plan moves, and adapt strategies to compete effectively.","Explain the game environment and rules.,  Describe AI decision-making for moves.,  Highlight learning and adaptation during gameplay."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can a robot detect if someone is in danger in a public place?,"By using cameras, motion sensors, and AI to recognize signs of distress and alert authorities.","Install cameras and motion sensors.,  Use AI to analyze behavior and detect danger signals.,  Send alerts to human responders."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can a robot detect gas leaks in a building?,By using chemical sensors to detect harmful gases and AI to alert humans immediately.,"Install chemical gas sensors in critical areas.,  Use AI to process sensor data.,  Send alerts when dangerous levels are detected."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a programmable robot?,A programmable robot is a robot that can be given instructions to perform specific tasks automatically.,"Define programmable robot.,  Explain how instructions control its actions.,  Give simple examples like line-following robots."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,analysis,Why are AI robots better than humans in certain tasks?,"AI robots can perform repetitive, precise, and dangerous tasks without fatigue, unlike humans.","Identify tasks involving repetition or danger.,  Explain accuracy and consistency of AI robots.,  Highlight advantages over human limitations."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can AI help robots explore the ocean?,"By using underwater sensors, cameras, and AI for navigation, mapping, and detecting marine life.","Equip robots with underwater sensors and cameras.,  Use AI for navigation and mapping.,  Detect and record marine life or underwater structures."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a robotic pet toy?,A robotic pet toy is a small robot designed to mimic a pet's behavior for fun or companionship.,"Define robotic pet toy.,  Explain interaction features.,  Provide examples like interactive robot dogs or cats."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,comparison,Compare autonomous robots and remote-controlled robots.,"Autonomous robots make decisions independently using AI, while remote-controlled robots rely on human commands.","Define autonomous robot capabilities.,  Define remote-controlled robot operation.,  Highlight decision-making differences."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can AI robots identify hazardous materials?,By using chemical sensors and AI analysis to detect and classify dangerous substances.,"Install appropriate chemical sensors.,  Process data with AI models.,  Classify materials and trigger alerts."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a smart home robot?,A smart home robot is a robot that helps with tasks around the house using AI and sensors.,"Define smart home robot.,  Explain AI and sensors usage.,  Provide examples like cleaning or security robots."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,analysis,Why do robots in hospitals use AI?,"AI helps hospital robots assist patients, deliver supplies, and monitor health more efficiently than humans alone.","Explain robot roles in healthcare.,  Describe AI-based decision making and monitoring.,  Highlight efficiency and safety benefits."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can a robot detect when a crop is diseased?,"Using cameras, multispectral sensors, and AI to analyze plant health and identify diseases early.","Install cameras and multispectral sensors.,  Use AI to analyze leaf color,  texture,  and growth patterns.,  Alert farmers or take corrective actions."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a warehouse robot?,"A warehouse robot is a robot used to move, organize, and manage items in a warehouse automatically.","Define warehouse robot.,  Explain tasks like moving and sorting items.,  Mention efficiency improvement in storage management."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,analysis,How do AI robots help in environmental monitoring?,"AI robots collect data, detect pollution, monitor wildlife, and help make decisions to protect the environment.","Explain sensors used for monitoring air,  water,  and soil.,  Describe AI analysis for detecting patterns and risks.,  Highlight use in environmental protection."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can a robot navigate through a maze?,By using AI algorithms such as pathfinding and sensors to detect walls and choose the correct route.,"Install distance or proximity sensors.,  Use AI to plan optimal path.,  Continuously update decisions based on sensor feedback."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a robot assistant?,A robot assistant is a robot designed to help humans with daily tasks or specialized jobs.,"Define robot assistant.,  Explain tasks it can perform.,  Provide examples like healthcare or office assistance."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,comparison,Compare AI robots in factories vs. homes.,"Factory robots focus on production and efficiency, while home robots assist with convenience and daily chores.","Explain factory robot functions and goals.,  Explain home robot functions and goals.,  Highlight differences in purpose and environment."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can a robot help in search-and-rescue after an earthquake?,"By using cameras, motion sensors, and AI to locate survivors and navigate through debris safely.","Equip robot with cameras and motion sensors.,  Use AI for navigation and victim detection.,  Report findings and provide assistance where possible."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a cooking robot?,A cooking robot is a robot designed to prepare food automatically using programmed instructions.,"Define cooking robot.,  Explain its ability to follow recipes.,  Give examples like automated kitchen robots."
