age_month,domain,parent_learning_goal,skill_name,why_it_matters,how_to_teach,parent_dos,parent_donts,parent_tip
52-54,language,Develop clear storytelling structure.,Telling stories with a clear beginning,A clear start helps listeners understand context.,Ask who the story is about and where it starts.,['Prompt story starts'],['Jump into corrections'],Beginnings set the stage.
52-54,language,Support sequence in storytelling.,Describing events in order,Sequencing improves comprehension and clarity.,"Use prompts like first, then, next, last.",['Use sequence words'],['Rush storytelling'],Order makes stories clear.
52-54,language,Encourage story completeness.,Including an ending in stories,Endings give stories closure and meaning.,Ask how the story finished or what happened at the end.,['Prompt endings'],['Cut stories short'],Endings complete the story.
52-54,language,Build descriptive storytelling.,Adding details about characters and settings,Details make stories engaging and understandable.,"Ask questions about who, where, and what it looked like.",['Ask detail questions'],['Accept very vague stories'],Details bring stories alive.
52-54,language,Support logical connections in stories.,Explaining why events happened,Cause-and-effect strengthens narrative thinking.,Ask why something happened in the story.,['Ask why questions'],['Provide answers immediately'],Why builds understanding.
52-54,language,Encourage expressive storytelling.,Using emotion words in stories,Emotions add meaning and empathy to stories.,Prompt how characters felt during events.,['Prompt emotion words'],['Focus only on facts'],Feelings enrich stories.
52-54,language,Improve listener awareness.,Adjusting story details for the listener,Awareness helps others follow the story.,Ask if the listener understands or needs more details.,['Check understanding'],['Ignore confusion cues'],Stories are for listeners.
52-54,language,Build confidence in speaking.,Sharing stories with groups,Group storytelling builds confidence and communication skills.,Encourage sharing stories during family time.,['Encourage sharing'],['Force performance'],Confidence grows with support.
52-54,language,Support self-correction in storytelling.,Clarifying story parts when misunderstood,Clarification improves communication effectiveness.,Ask gentle questions when something is unclear.,['Ask clarifying questions'],['Correct bluntly'],Clarifying strengthens stories.
52-54,language,Build pride in narrative skills.,Recognizing well-told stories,Recognition motivates continued storytelling practice.,Acknowledge clear and complete storytelling.,['Acknowledge effort'],['Ignore storytelling progress'],Recognition builds confidence.
52-54,cognitive,Build understanding of basic numbers.,Counting objects accurately up to ten,Accurate counting supports early math confidence.,Count objects slowly while touching each one.,['Count with objects'],['Rush counting'],One-to-one counting builds accuracy.
52-54,cognitive,Support number comparison.,Identifying which group has more or less,Comparison builds quantity understanding.,Compare small groups of toys and discuss differences.,['Use real items'],['Use abstract drills'],Concrete examples work best.
52-54,cognitive,Introduce simple addition concepts.,Combining two small groups of objects,Combining groups introduces early addition thinking.,Put two groups together and count the total.,['Combine small sets'],['Introduce symbols early'],"Hands-on first, symbols later."
52-54,cognitive,Develop understanding of subtraction basics.,Noticing when objects are taken away,Removal awareness builds early subtraction sense.,Take away one item and ask what changed.,['Show taking away'],['Use worksheets'],Seeing change builds understanding.
52-54,cognitive,Support number recognition.,Recognizing numerals 1–10,Number recognition supports later math learning.,Point out numbers in books and daily surroundings.,['Point out numbers'],['Force memorization'],Casual exposure works.
52-54,cognitive,Build sequencing skills.,"Understanding first, next, and last",Order concepts support math and reasoning.,Use daily routines to label order.,['Use routine language'],['Skip sequence words'],Daily language teaches order.
52-54,cognitive,Encourage math use in daily life.,Using numbers during play and routines,Real-life use strengthens understanding.,"Count steps, snacks, or toys during activities.",['Use daily counting'],['Limit math to lessons'],Everyday math sticks.
52-54,cognitive,Build problem-solving confidence.,Trying different ways to solve a math task,Flexibility supports strong thinking skills.,Ask what else could work when stuck.,['Encourage alternatives'],['Give answers immediately'],Trying builds thinking.
52-54,cognitive,Support explanation of thinking.,Explaining how an answer was found,Verbalizing thinking deepens understanding.,Ask how they figured it out.,['Ask how questions'],['Rush explanations'],Talking clarifies thinking.
52-54,cognitive,Build pride in math learning.,Recognizing successful math attempts,Recognition reinforces positive learning identity.,Acknowledge effort and correct reasoning.,['Acknowledge effort'],['Focus only on correctness'],Effort matters most.
52-54,motor,Improve whole-body coordination.,Coordinating arms and legs during movement,Coordinated movement supports sports and daily activities.,"Play games that involve jumping, reaching, and turning.",['Encourage varied movement'],['Limit movement play'],Variety builds coordination.
52-54,motor,Strengthen balance control.,Balancing on one foot for longer periods,Balance supports confident and safe movement.,Practice balance games like statues or yoga poses.,['Practice balance playfully'],['Expect perfection'],Practice builds stability.
52-54,motor,Enhance movement precision.,Starting and stopping movement on cue,Control improves safety and coordination.,Play freeze-and-go or red-light-green-light games.,['Use clear cues'],['Change rules mid-game'],Clear cues improve control.
52-54,motor,Build directional awareness.,Moving accurately in different directions,Directional control supports navigation and play.,"Give simple directions like forward, back, left, right.",['Use direction words'],['Overcomplicate instructions'],Simple directions work best.
52-54,motor,Support rhythmic movement.,Moving body in time with rhythm,Rhythm supports coordination and timing.,Dance or clap along to music together.,['Use music and rhythm'],['Correct rhythm harshly'],Rhythm builds flow.
52-54,motor,Encourage agility.,Changing direction smoothly while moving,Agility supports safe play and sports readiness.,Create simple obstacle courses.,['Use obstacle play'],['Overcrowd space'],Space supports safe agility.
52-54,motor,Build endurance during active play.,Sustaining physical activity longer,Endurance supports health and confidence.,Gradually extend active play time.,['Increase gradually'],['Push past fatigue'],Progress builds strength.
52-54,motor,Improve body awareness.,Adjusting movements to avoid obstacles,Awareness prevents bumps and falls.,Set up paths that require careful movement.,['Encourage awareness'],['Rush activities'],Awareness improves safety.
52-54,motor,Encourage confidence in movement.,Trying new physical challenges willingly,Confidence supports ongoing motor development.,Offer encouragement without pressure.,['Encourage effort'],['Compare to others'],Confidence grows with support.
52-54,motor,Build pride in motor skills.,Recognizing improved coordination,Recognition motivates continued physical practice.,Acknowledge progress and effort.,['Acknowledge progress'],['Ignore improvement'],Progress deserves recognition.
52-54,social,Encourage positive leadership in play.,Suggesting play ideas respectfully,Respectful leadership supports cooperation and inclusion.,Model how to suggest ideas using polite language.,['Model respectful suggestions'],['Encourage bossy behavior'],Leadership starts with respect.
52-54,social,Support group coordination.,Helping organize group play,Organization skills strengthen leadership and teamwork.,Invite the child to help decide roles or turns.,['Invite role planning'],['Control all decisions'],Shared planning builds leaders.
52-54,social,Build inclusive leadership.,Inviting others to join play,Inclusion supports empathy and group harmony.,Prompt inviting language during group activities.,['Encourage invitations'],['Ignore exclusion'],Leaders include others.
52-54,social,Encourage listening as a leader.,Listening to peers’ ideas,Listening builds trust and effective leadership.,Pause and ask whose idea to try next.,['Pause for others'],['Only follow one child'],Good leaders listen.
52-54,social,Support fair leadership.,Balancing own ideas with group needs,Fairness strengthens long-term friendships.,Discuss how everyone can have a turn.,['Discuss fairness'],['Favor one child'],Fairness earns trust.
52-54,social,Build conflict-aware leadership.,Noticing when peers disagree,Awareness helps prevent escalation.,Name signs of disagreement calmly.,['Name social cues'],['Ignore rising conflict'],Awareness prevents problems.
52-54,social,Encourage problem-solving leadership.,Suggesting solutions during group conflict,Solution-focused leadership keeps play moving.,Ask what solution could work for everyone.,['Encourage solutions'],['Solve everything for them'],Leaders look for solutions.
52-54,social,Support emotional leadership.,Checking on peers’ feelings,Emotional awareness builds compassionate leadership.,Model asking if someone is okay.,['Model empathy'],['Dismiss emotions'],Caring leaders connect.
52-54,social,Build confidence in leadership roles.,Taking initiative during group activities,Initiative supports confident participation.,Offer opportunities to lead small tasks.,['Offer small leadership roles'],['Force leadership'],Small roles build confidence.
52-54,social,Reinforce positive leadership identity.,Feeling proud of being a kind leader,Positive identity encourages ongoing leadership growth.,Acknowledge moments of fair and kind leadership.,['Acknowledge leadership'],['Overpraise dominance'],Kind leadership lasts.
52-54,safety,Increase awareness of personal identification.,Stating full name clearly,Knowing one’s name supports safety in unfamiliar situations.,Practice saying full name during daily routines.,['Practice regularly'],['Pressure memorization'],Repetition builds confidence.
52-54,safety,Build understanding of caregiver information.,Knowing parent or caregiver names,Caregiver identification helps in emergencies.,Casually repeat caregiver names in conversation.,['Use names often'],['Test anxiously'],Casual practice works best.
52-54,safety,Support awareness of home location.,Recognizing home address basics,Location awareness supports emergency readiness.,Say the street or area name during outings.,['Mention location casually'],['Expect full address recall'],Basics come before details.
52-54,safety,Encourage safe sharing of information.,Knowing when not to share personal information,Privacy awareness protects from unsafe situations.,Explain trusted vs unknown people simply.,['Explain clearly'],['Create fear'],Clarity builds safety.
52-54,safety,Build emergency communication skills.,Telling adults important information when needed,Clear communication supports faster help.,Role-play asking for help and sharing details.,['Practice role-play'],['Assume understanding'],Practice builds readiness.
52-54,safety,Encourage calm responses in safety situations.,Staying calm when asked personal questions by helpers,Calm responses support clear communication.,Practice answering calmly in pretend scenarios.,['Practice calmly'],['Create panic'],Calm supports clarity.
52-54,safety,Build awareness of trusted helpers.,Identifying safe adults in public places,Knowing helpers reduces risk if separated.,Point out helpers like staff or uniformed workers.,['Point out helpers'],['Assume recognition'],Helpers are part of safety.
52-54,safety,Support response to being separated.,Knowing what to do if separated from caregiver,Prepared responses reduce panic and risk.,Practice staying put and asking for help.,['Practice scenarios'],['Skip discussion'],Preparedness reduces fear.
52-54,safety,Encourage safety confidence.,Speaking up when unsure or uncomfortable,Self-advocacy prevents unsafe situations.,Reinforce that it’s okay to say no or ask for help.,['Validate concerns'],['Dismiss discomfort'],Voices protect children.
52-54,safety,Reinforce pride in safety awareness.,Recognizing responsible sharing of personal information,Recognition strengthens safe habits.,Acknowledge correct safety choices.,['Acknowledge safety'],['Ignore good decisions'],Safe choices deserve praise.
52-54,independence,Build responsibility for personal belongings.,Keeping track of own items,Responsibility reduces loss and builds self-management.,Assign a specific place for personal items.,['Assign item places'],['Track items for the child'],Ownership builds responsibility.
52-54,independence,Encourage organization habits.,Putting belongings away after use,Organization supports independence and routine.,Create a simple tidy-up routine.,['Use tidy routines'],['Clean up alone'],Small routines build big habits.
52-54,independence,Support preparation skills.,Packing and unpacking personal items,Preparation supports school and outing readiness.,Use checklists for bags or containers.,['Use simple checklists'],['Pack everything yourself'],Preparation builds confidence.
52-54,independence,Build planning awareness.,Remembering needed items for activities,Anticipation supports planning skills.,Ask what items are needed before leaving.,['Ask planning questions'],['Remind repeatedly'],Thinking ahead builds planning.
52-54,independence,Encourage self-check habits.,Checking belongings before transitions,Self-checking prevents forgetting items.,Pause and prompt a quick belongings check.,['Prompt self-check'],['Do final checks silently'],Checks prevent loss.
52-54,independence,Support problem-solving when items are missing.,Retracing steps to find lost belongings,Problem-solving builds resilience and responsibility.,Ask where the item was last used.,['Guide retracing'],['Search alone'],Finding builds thinking.
52-54,independence,Build persistence in managing belongings.,Continuing to organize even when distracted,Persistence supports long-term independence.,Break organizing into small steps.,['Use small steps'],['Rush completion'],Steps make tasks doable.
52-54,independence,Encourage responsibility across settings.,Managing belongings outside the home,Generalization strengthens independence skills.,Practice managing items during outings.,['Practice on outings'],['Take over outside'],Skills travel everywhere.
52-54,independence,Build confidence in self-management.,Feeling confident handling personal items,Confidence encourages continued independence.,Acknowledge successful item management.,['Acknowledge success'],['Ignore effort'],Confidence grows with success.
52-54,independence,Reinforce pride in responsibility.,Taking pride in caring for belongings,Pride reinforces responsible habits.,Highlight responsible choices made by the child.,['Highlight responsibility'],['Overcorrect mistakes'],Pride sustains habits.
52-54,parent self-care & stress management,Manage mental fatigue during intensive learning phases.,Recognizing early signs of mental exhaustion,Early awareness prevents burnout and reactive parenting.,"Notice cues like irritability, fogginess, or impatience.",['Notice early signs'],['Push through exhaustion'],Awareness protects energy.
52-54,parent self-care & stress management,Prevent emotional burnout.,Scheduling intentional recovery time,Planned rest sustains long-term parenting capacity.,Block small recovery windows into the week.,['Schedule rest'],['Wait until depleted'],Recovery should be planned.
52-54,parent self-care & stress management,Practice calm problem-solving.,Pausing before reacting to challenges,Pausing reduces escalation and improves decisions.,Take a breath before responding to problems.,['Pause intentionally'],['React immediately'],Pause creates choice.
52-54,parent self-care & stress management,Regulate stress during learning struggles.,Separating child effort from outcomes,Focusing on effort reduces pressure and stress.,Name effort even when outcomes fall short.,['Focus on effort'],['Overfocus on results'],Effort matters most.
52-54,parent self-care & stress management,Maintain emotional resilience.,Reframing setbacks as temporary,Perspective protects emotional balance.,"Label challenges as phases, not failures.",['Reframe challenges'],['Catastrophize setbacks'],Phases pass.
52-54,parent self-care & stress management,Reduce chronic stress load.,Letting go of unnecessary expectations,Lower expectations prevent emotional overload.,Identify which expectations truly matter today.,['Prioritize essentials'],['Demand perfection'],Enough is enough.
52-54,parent self-care & stress management,Strengthen emotional regulation.,Using grounding techniques during stress,Grounding restores calm and clarity.,Practice slow breathing or grounding cues.,['Use grounding tools'],['Suppress stress'],Grounding restores balance.
52-54,parent self-care & stress management,Sustain patience across the day.,Protecting patience during peak stress times,Patience prevents harsh responses.,Plan support during predictable stress periods.,['Plan support'],['Ignore peak stress'],Plan for hard moments.
52-54,parent self-care & stress management,Support self-compassion.,Using kind self-talk after hard moments,Self-kindness restores emotional capacity.,Replace self-blame with realistic encouragement.,['Practice self-kindness'],['Harsh self-criticism'],Kindness rebuilds strength.
52-54,parent self-care & stress management,Maintain long-term well-being.,Seeking support before burnout,Support prevents isolation and exhaustion.,Reach out to trusted people proactively.,['Reach out early'],['Carry everything alone'],Support sustains parents.
52-54,"parental teamwork, planning & consistency",Maintain consistent behavioral standards.,Agreeing on shared behavior expectations,Shared standards prevent confusion and testing behaviors.,Discuss and define clear expectations together.,['Align expectations'],['Assume agreement'],Clarity creates consistency.
52-54,"parental teamwork, planning & consistency",Support growing independence collaboratively.,Coordinating support for independent tasks,Coordination avoids mixed signals during independence building.,Agree on when to step in and when to step back.,['Coordinate support'],['Rescue inconsistently'],Aligned support builds confidence.
52-54,"parental teamwork, planning & consistency",Plan family schedules effectively.,Planning daily and weekly schedules together,Shared planning reduces stress and last-minute conflicts.,Review schedules briefly each day or week.,['Plan together'],['Plan separately'],Shared plans reduce friction.
52-54,"parental teamwork, planning & consistency",Reinforce routine expectations.,Maintaining predictable routines across caregivers,Predictability supports child regulation and cooperation.,Confirm routines are followed by all caregivers.,['Confirm routines'],['Change routines casually'],Predictability builds security.
52-54,"parental teamwork, planning & consistency",Strengthen shared decision-making.,Making parenting decisions jointly,Joint decisions reinforce partnership and unity.,Pause major decisions until both parents discuss.,['Decide jointly'],['Decide unilaterally'],Unity strengthens trust.
52-54,"parental teamwork, planning & consistency",Maintain clear role division.,Defining responsibilities clearly,Clear roles prevent overload and resentment.,List tasks and agree on ownership.,['Define roles'],['Assume roles'],Clarity reduces strain.
52-54,"parental teamwork, planning & consistency",Improve communication around challenges.,Sharing concerns before they escalate,Early communication prevents conflict buildup.,Set regular check-in times to talk.,['Check in regularly'],['Bottle concerns'],Early talk prevents tension.
52-54,"parental teamwork, planning & consistency",Support alignment after disagreements.,Repairing teamwork after parenting conflicts,Repair restores consistency and emotional safety.,Revisit the plan calmly after disagreement.,['Repair quickly'],['Carry tension forward'],Repair strengthens partnership.
52-54,"parental teamwork, planning & consistency",Provide mutual emotional support.,Checking in on each other’s stress levels,Support sustains long-term parenting partnership.,Ask simple support questions during the day.,['Offer support'],['Ignore stress'],Support fuels teamwork.
52-54,"parental teamwork, planning & consistency",Sustain long-term parenting partnership.,Reinforcing shared parenting values,Shared values guide consistent decisions over time.,Revisit core parenting values periodically.,['Revisit values'],['Let values drift'],Values anchor teamwork.
55-57,feeding,Build nutrition awareness during meals.,Identifying healthy and less-healthy foods,Awareness supports long-term healthy food choices.,Talk simply about foods that help the body grow strong.,['Explain food benefits'],['Label foods as bad'],Knowledge guides choices.
55-57,feeding,Encourage balanced food choices.,Including different food groups in meals,Balanced intake supports overall health and energy.,"Point out fruits, vegetables, grains, and proteins on the plate.",['Name food groups'],['Force balanced eating'],Exposure builds balance.
55-57,feeding,Support portion awareness.,Recognizing hunger and fullness cues,Body awareness prevents overeating or undereating.,Ask how the tummy feels before and after meals.,['Ask body-check questions'],['Insist on clean plates'],Listen to the body.
55-57,feeding,Encourage mindful eating habits.,Eating without distractions,Mindful eating supports digestion and awareness.,Keep screens away during meals.,['Create screen-free meals'],['Allow constant distractions'],Attention improves eating.
55-57,feeding,Promote independence in food choices.,Choosing between healthy food options,Choice builds autonomy and responsibility.,Offer two healthy options and let the child choose.,['Offer healthy choices'],['Overcontrol choices'],Choice supports ownership.
55-57,feeding,Build awareness of food origins.,Knowing where foods come from,Understanding origins increases interest and respect for food.,Talk about how fruits grow or milk comes from animals.,['Explain simply'],['Overcomplicate explanations'],Curiosity builds connection.
55-57,feeding,Encourage responsibility around meals.,Helping with simple meal tasks,Participation increases engagement and respect for food.,Invite the child to wash vegetables or set plates.,['Invite participation'],['Exclude from prep'],Helping builds interest.
55-57,feeding,Support hydration awareness.,Remembering to drink water regularly,Hydration supports energy and focus.,Offer water at regular intervals and model drinking.,['Model hydration'],['Rely on sugary drinks'],Water fuels the body.
55-57,feeding,Encourage respectful food communication.,Expressing food preferences politely,Polite expression supports family harmony.,Model phrases like I like or I don’t prefer.,['Model polite language'],['Allow rude comments'],Respect matters.
55-57,feeding,Build positive food identity.,Feeling confident about healthy eating choices,Confidence supports long-term healthy habits.,Acknowledge thoughtful food choices.,['Acknowledge choices'],['Praise excessively'],Confidence grows with recognition.
55-57,sleep,Maintain consistent sleep routines.,Following the same bedtime routine daily,Consistency supports better sleep quality and emotional regulation.,Keep bedtime steps in the same order every night.,['Keep routines consistent'],['Change routines frequently'],Predictability helps sleep.
55-57,sleep,Encourage responsibility for bedtime readiness.,Preparing for bed without reminders,Independent preparation builds responsibility and self-management.,Use a simple bedtime checklist the child can follow.,['Use visual checklists'],['Remind repeatedly'],Ownership builds routine strength.
55-57,sleep,Reduce bedtime resistance.,Accepting bedtime limits calmly,Calm acceptance prevents nightly power struggles.,State bedtime clearly and follow through gently.,['Be calm and firm'],['Negotiate repeatedly'],Calm firmness works.
55-57,sleep,Support emotional readiness for sleep.,Using calming strategies before bed,Calm transitions help the body prepare for rest.,"Include reading, quiet talk, or gentle breathing.",['Use calming activities'],['Allow stimulating play'],Calm leads to rest.
55-57,sleep,Encourage independent sleep onset.,Falling asleep without adult presence,Independent sleep supports confidence and uninterrupted rest.,Leave the room while the child is relaxed but awake.,['Leave while awake'],['Stay until asleep'],Independence builds confidence.
55-57,sleep,Maintain consistent sleep timing.,Going to bed at the same time each night,Regular timing supports healthy sleep rhythms.,Set and follow a fixed bedtime daily.,['Keep bedtime fixed'],['Shift bedtime often'],Timing trains the body.
55-57,sleep,Support overnight self-regulation.,Returning to sleep after brief awakenings,"Self-soothing supports longer, uninterrupted sleep.",Offer brief reassurance without extended interaction.,['Keep reassurance brief'],['Fully engage at night'],Night calm supports rest.
55-57,sleep,Encourage calm mornings.,Waking up without distress,Calm mornings support smoother daily transitions.,Use gentle wake-up cues and consistent timing.,['Wake gently'],['Rush immediately'],Gentle starts matter.
55-57,sleep,Build flexibility around special occasions.,Adjusting sleep routines for special days,Flexibility prevents stress when schedules change.,Explain changes ahead of time and reset routines after.,['Explain changes'],['Abandon routines'],Flexibility with structure works.
55-57,sleep,Reinforce confidence in sleep skills.,Feeling proud of sleeping independently,Confidence supports continued healthy sleep habits.,Acknowledge successful independent sleep nights.,['Acknowledge success'],['Ignore progress'],Confidence grows with recognition.
55-57,hygiene,Reinforce daily hygiene habits.,Completing hygiene routines without reminders,Consistency builds lifelong self-care habits.,Use a simple morning and evening routine chart.,['Use routine charts'],['Remind repeatedly'],Habits form through repetition.
55-57,hygiene,Support thorough personal care.,Brushing teeth for the recommended duration,Proper brushing protects long-term dental health.,Use a timer or song to guide brushing time.,['Use timers'],['Rush brushing'],Time ensures effectiveness.
55-57,hygiene,Encourage independent grooming.,Managing hair grooming independently,Grooming independence builds confidence and responsibility.,Provide child-friendly grooming tools.,['Provide proper tools'],['Take over grooming'],Tools enable independence.
55-57,hygiene,Build awareness of cleanliness.,Noticing when hands or face need cleaning,Awareness prevents illness and promotes hygiene.,Ask the child to check hands before meals.,['Prompt self-checks'],['Clean without asking'],Awareness builds responsibility.
55-57,hygiene,Support appropriate bathroom habits.,Managing bathroom routines independently,Bathroom independence supports confidence and privacy.,Allow privacy while staying available if needed.,['Allow privacy'],['Hover unnecessarily'],Privacy builds confidence.
55-57,hygiene,Encourage responsibility for hygiene tools.,Caring for personal hygiene items,Tool care builds ownership and organization.,Assign specific places for toothbrushes and towels.,['Assign storage spots'],['Store everything yourself'],Ownership builds habits.
55-57,hygiene,Promote consistency across settings.,Maintaining hygiene habits outside the home,Consistency prevents habit breakdown.,Encourage the same routines during travel or visits.,['Maintain routines'],['Drop habits outside'],Habits travel too.
55-57,hygiene,Build patience during hygiene tasks.,Completing hygiene steps carefully,Careful completion improves effectiveness.,"Encourage slow, step-by-step completion.",['Encourage slow steps'],['Rush tasks'],Care beats speed.
55-57,hygiene,Encourage self-monitoring.,Checking hygiene quality after completion,Self-checking improves long-term independence.,Ask the child to check teeth or hands afterward.,['Encourage self-checks'],['Correct silently'],Checking builds independence.
55-57,hygiene,Build pride in self-care mastery.,Feeling confident about personal hygiene,Confidence supports consistent self-care habits.,Acknowledge consistent and careful hygiene habits.,['Acknowledge consistency'],['Ignore progress'],Pride sustains habits.
55-57,behavior,Strengthen emotional resilience.,Recovering calmly after disappointment,Recovery skills support long-term emotional stability.,Acknowledge feelings and guide calming steps.,['Acknowledge emotions'],['Rush recovery'],Recovery matters more than reaction.
55-57,behavior,Encourage persistence during challenges.,Trying again after initial failure,Persistence builds confidence and problem-solving.,Praise effort and suggest another attempt.,['Praise effort'],['Remove challenge immediately'],Effort builds resilience.
55-57,behavior,Support emotional regulation.,Using calming strategies independently,Self-regulation reduces emotional outbursts.,Practice breathing or quiet time during calm moments.,['Practice calming tools'],['Wait for meltdowns'],Practice before it’s needed.
55-57,behavior,Build emotional awareness.,Identifying emotions and triggers,Awareness supports proactive regulation.,Talk about what feelings show up and why.,['Discuss feelings'],['Dismiss emotions'],Awareness prevents escalation.
55-57,behavior,Encourage adaptive coping.,Choosing helpful responses to frustration,Adaptive coping reduces negative behaviors.,Discuss options like asking for help or taking a break.,['Discuss options'],['Demand immediate control'],Choices empower regulation.
55-57,behavior,Support patience development.,Waiting calmly during delays,Patience supports social and learning success.,Use timers or clear waiting cues.,['Use waiting cues'],['Remove all waits'],Waiting is a skill.
55-57,behavior,Build accountability for actions.,Taking responsibility for mistakes,Accountability supports moral and social development.,Respond calmly when mistakes are admitted.,['Respond calmly'],['Punish honesty'],Safety encourages honesty.
55-57,behavior,Encourage self-reflection.,Thinking about what helped or didn’t help,Reflection improves future choices.,Ask reflective questions after emotions settle.,['Ask reflective questions'],['Lecture'],Reflection builds insight.
55-57,behavior,Support emotional communication.,Expressing feelings with words,Verbal expression reduces aggressive responses.,Model feeling words during daily interactions.,['Model emotion words'],['Ignore verbal attempts'],Words are powerful tools.
55-57,behavior,Build confidence in emotional skills.,Feeling proud of managing emotions,Positive identity reinforces resilience.,Acknowledge moments of successful regulation.,['Acknowledge success'],['Ignore progress'],Progress deserves recognition.
55-57,language,Build expressive confidence in communication.,Sharing ideas clearly in conversations,Clear expression supports social and learning success.,Encourage the child to explain ideas fully before responding.,['Encourage full explanations'],['Interrupt frequently'],Listening builds confidence.
55-57,language,Strengthen narrative expression.,"Explaining events with beginning, middle, and end",Structured expression improves understanding.,"Prompt what happened first, next, and last.",['Use sequence prompts'],['Rush storytelling'],Structure supports clarity.
55-57,language,Encourage descriptive language use.,Adding details to spoken explanations,Details make communication clearer and engaging.,Ask follow-up questions like how or why.,['Ask follow-up questions'],['Accept vague answers always'],Details strengthen expression.
55-57,language,Build confidence speaking to groups.,Speaking up in small group settings,Group communication supports school readiness.,Encourage sharing ideas during family discussions.,['Encourage group sharing'],['Force speaking'],Confidence grows with safety.
55-57,language,Support listener awareness.,Adjusting speech when others don’t understand,Listener awareness improves communication success.,Ask if the listener understood and what could help.,['Check understanding'],['Ignore confusion'],Communication considers others.
55-57,language,Encourage expressive vocabulary use.,Using new and varied words,Varied vocabulary enriches expression.,Model new words naturally in conversation.,['Model new words'],['Correct excessively'],Modeling teaches best.
55-57,language,Build expressive emotional language.,Describing feelings with words,Emotional language supports regulation and empathy.,Prompt feeling words during daily experiences.,['Prompt feeling words'],['Dismiss emotional talk'],Words support feelings.
55-57,language,Support self-correction in speech.,Clarifying statements when misunderstood,Clarification improves communication effectiveness.,Ask gentle questions when meaning is unclear.,['Ask clarifying questions'],['Correct bluntly'],Clarifying builds confidence.
55-57,language,Encourage confident self-expression.,Speaking without excessive hesitation,Fluency supports confident communication.,Allow time to speak without rushing.,['Allow speaking time'],['Finish sentences'],Time builds confidence.
55-57,language,Build pride in expressive skills.,Recognizing clear and confident speech,Recognition reinforces expressive confidence.,Acknowledge clear communication efforts.,['Acknowledge clarity'],['Ignore progress'],Recognition builds confidence.
55-57,cognitive,Strengthen problem-solving thinking.,Trying multiple solutions to a problem,Flexible thinking supports learning and resilience.,Ask what else could work when the first attempt fails.,['Encourage alternatives'],['Give answers immediately'],More than one solution exists.
55-57,cognitive,Build logical reasoning.,Explaining why a solution works,Reasoning deepens understanding beyond guessing.,Ask how they know the solution is correct.,['Ask reasoning questions'],['Accept answers without explanation'],Reasoning matters more than speed.
55-57,cognitive,Encourage persistence in thinking.,Staying engaged with challenging tasks,Mental persistence supports academic readiness.,Break problems into smaller steps.,['Break into steps'],['Remove challenge too soon'],Small steps keep thinking going.
55-57,cognitive,Develop planning skills.,Thinking ahead before starting a task,Planning supports efficient and organized problem-solving.,Ask what materials or steps are needed first.,['Prompt planning'],['Start tasks impulsively'],Thinking first saves effort.
55-57,cognitive,Support cause-and-effect understanding.,Predicting outcomes of actions,Prediction builds reasoning and responsibility.,Ask what might happen before acting.,['Ask prediction questions'],['Skip discussion'],Prediction sharpens thinking.
55-57,cognitive,Encourage flexible thinking.,Adjusting plans when something doesn’t work,Flexibility prevents frustration and rigid thinking.,Model changing approach calmly.,['Model flexibility'],['Insist on one way'],Flexible minds learn more.
55-57,cognitive,Build attention control.,Focusing on a task until completion,Sustained attention supports learning success.,Reduce distractions during problem-solving.,['Reduce distractions'],['Interrupt frequently'],Focus fuels thinking.
55-57,cognitive,Support reflection on thinking.,Talking about what helped solve a problem,Reflection strengthens future problem-solving.,Ask what part was hardest or easiest.,['Encourage reflection'],['Rush to next task'],Reflection builds insight.
55-57,cognitive,Encourage confidence in thinking abilities.,Trying challenging tasks without fear of mistakes,Confidence supports deeper learning.,Normalize mistakes as part of learning.,['Normalize mistakes'],['Criticize errors'],Mistakes grow brains.
55-57,cognitive,Reinforce problem-solving identity.,Feeling proud of solving problems,Positive identity motivates continued effort.,Acknowledge thoughtful problem-solving attempts.,['Acknowledge effort'],['Focus only on results'],Effort defines success.
55-57,motor,Build overall body strength.,Using body strength during active play,"Strength supports endurance, posture, and injury prevention.","Encourage climbing, pushing, and carrying light objects.",['Encourage strength play'],['Avoid all physical challenge'],Strength grows through use.
55-57,motor,Improve balance control.,Maintaining balance during movement,Balance supports safe movement and coordination.,Play balance games like walking on lines or low beams.,['Practice balance games'],['Expect perfect balance'],Practice builds stability.
55-57,motor,Enhance coordination.,Coordinating arms and legs together,Coordination supports sports and daily activities.,"Play games that involve running, jumping, and throwing.",['Encourage coordinated play'],['Limit movement variety'],Variety builds coordination.
55-57,motor,Develop controlled movement.,Starting and stopping movement on cue,Movement control improves safety and attention.,"Use games like red light, green light.",['Use movement cues'],['Change rules abruptly'],Clear cues build control.
55-57,motor,Build endurance.,Sustaining physical activity longer,Endurance supports health and confidence in play.,Gradually increase active play duration.,['Increase activity gradually'],['Push past fatigue'],Slow build lasts longer.
55-57,motor,Improve spatial awareness.,Navigating around obstacles safely,Spatial awareness prevents collisions and falls.,Create obstacle courses with clear paths.,['Use obstacle play'],['Overcrowd play space'],Space supports safety.
55-57,motor,Support rhythmic movement.,Moving body in time with rhythm,Rhythm improves timing and coordination.,Dance or move to music together.,['Use music play'],['Correct rhythm harshly'],Rhythm builds flow.
55-57,motor,Encourage agility.,Changing direction smoothly while moving,Agility supports sports and safe play.,Play chase or directional games.,['Encourage agility games'],['Restrict movement'],Agility grows with practice.
