age_month,stage_name,development_goal,domain,skill,activity_idea
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Repeats sounds of familiar objects,"Encourage repeating car horn, dog bark, or phone ring sounds."
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Uses short descriptive phrases,Encourage phrases like 'big car' or 'red ball'.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Combines gestures and new words,Encourage pointing at objects while saying their names.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Uses simple prepositions in speech,"Encourage using words like 'in', 'on', 'under' during play."
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Participates in call-and-response games,Play games like 'Where is your nose? Here it is!' to develop listening and speaking skills.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Expresses preferences,Offer choices like 'Do you want apple or banana?' to encourage decision-making.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Shows empathy,"Point out when someone is sad and label emotions like 'Baby is crying, she is sad'."
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Begins pretend play,Provide dolls or toy food and encourage role-play activities.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Shows excitement or joy,"Notice and label joyful reactions during songs, games, or playtime."
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Seeks comfort when upset,Respond with gentle reassurance when the child cries or shows distress.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Shows affection,Encourage hugging family members or favorite toys.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Begins to share toys,Encourage taking turns with peers or siblings during play.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Shows pride in achievements,Praise small accomplishments like stacking blocks or completing a puzzle.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Recognizes familiar faces,Point out family members or friends in pictures and ask 'Who is this?'.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Enjoys social interaction,Play simple interactive games like peek-a-boo or waving hello/goodbye.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Shows frustration appropriately,Encourage expressing feelings verbally or through gestures rather than hitting or throwing objects.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Recognizes others’ emotions,"Label emotions in books or daily interactions: 'She is happy', 'He is sad'."
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Waves goodbye,Encourage waving during departures or at the end of songs.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Expresses likes and dislikes,Notice and encourage verbal or gestural expressions like 'like' or 'no'.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Engages in simple turn-taking,Play rolling a ball back and forth to practice taking turns.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Comforts others with gestures,Encourage patting or hugging a peer who is upset.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Responds to praise,Use verbal praise like 'Good job!' to reinforce positive behavior.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Shows excitement for familiar routines,Notice excitement during daily routines like bath time or snack time.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Uses facial expressions to communicate,"Encourage smiles, frowns, or surprise expressions to communicate feelings."
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Participates in group play briefly,Arrange small group play activities with peers and observe interaction.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Shows jealousy appropriately,Notice and label feelings when sharing toys or attention with peers or siblings.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Comforts self when upset,Provide a favorite blanket or toy to help self-soothe.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Shows excitement when seeing familiar people,Notice happy reactions during greetings with parents or caregivers.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Mimics adult behaviors,Encourage role-play like talking on toy phones or sweeping with a small broom.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Engages in parallel play,Provide similar toys to multiple children to play alongside each other.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Uses simple gestures to communicate,"Encourage pointing, waving, or clapping to express needs or feelings."
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Displays empathy for others’ distress,"Label emotions when others are sad: 'He is hurt, he is sad.'"
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Enjoys familiar routines,Notice excitement during favorite routines like snack or bath time.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Recognizes own reflection,Encourage identifying self in mirrors or photos.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Shows excitement for new activities,Introduce new toys or games and observe curiosity and engagement.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Responds to social cues,"Notice reactions to smiles, gestures, or clapping from others."
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Expresses discomfort verbally or gesturally,"Encourage pointing, saying 'no', or showing frown when uncomfortable."
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Enjoys being praised,Offer verbal encouragement like 'Well done!' after small tasks.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Begins to show sense of humor,Play peek-a-boo or silly games to elicit laughter and joy.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Enjoys interactive storytime,Read short picture books and encourage pointing or naming objects.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Shows attachment to favorite people,Observe seeking comfort or closeness with primary caregivers.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Begins to understand social rules,Model simple rules like 'Wait your turn' or 'Share toys'.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Uses expressions to indicate desires,"Encourage gestures or words like 'want', 'more', 'help'."
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Interacts with peers briefly,Facilitate small playgroups to observe social interactions.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",emotional_social,Begins showing pride in new skills,Praise attempts at new motor or language skills to build confidence.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,"Matches cards (animal, color, object)",Provide matching card sets and encourage finding pairs based on pictures or colors.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Completes simple wooden puzzles with knobs,Offer wooden puzzles and guide the child to fit shapes into the correct slots.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Plays with simple musical instruments,"Provide tambourines, xylophones, or maracas to explore sounds and rhythm."
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Enjoys storytime with picture books,"Read short picture books and encourage pointing, naming, or imitating sounds."
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Engages in early role-play,"Provide kitchen sets, dolls, or toy feeding activities for imaginative play."
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Stacks blocks creatively,Provide blocks of different sizes and encourage building towers or simple structures.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Explores textures,"Provide sensory materials like soft, rough, or smooth fabrics to explore."
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Uses crayons or chunky markers,Encourage scribbling or drawing on paper to develop fine motor skills.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Explores stacking cups or rings,Provide stacking toys and encourage sorting by size or color.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Engages in simple painting activities,Use washable paints and large brushes for free expression on paper.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Uses simple shape sorters,Encourage placing shapes into correct holes in a shape-sorting toy.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Explores sensory bins,"Provide bins with rice, beans, or pasta for scooping and pouring."
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Builds with simple blocks,Encourage stacking and knocking down blocks to explore cause and effect.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Pretends to cook or serve food,Use play kitchen sets or toy food for imaginative mealtime play.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Experiments with stacking and balancing,Encourage building towers and exploring which objects balance best.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Plays with dolls or stuffed animals,"Encourage feeding, dressing, or talking to dolls to develop nurturing play."
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Experiments with cause and effect toys,Provide toys where actions like pressing or pulling produce a reaction.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Explores different materials for art,"Provide safe materials like paper, fabric, and clay for creative exploration."
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Participates in simple pretend scenarios,"Encourage playing store, tea party, or caring for toy pets."
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Builds and destroys towers,Provide blocks and encourage building towers and knocking them down to explore cause and effect.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Experiments with stacking different objects,"Provide cups, blocks, and boxes to stack and explore size and balance."
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Uses crayons or chalk for free expression,Provide large crayons or sidewalk chalk for drawing shapes and lines.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Explores toys with different sounds,"Provide rattles, musical toys, or sound blocks to investigate cause and effect."
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Arranges toys in order or sequence,Encourage lining up cars or stacking rings by size or color.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Uses containers for pouring and transferring,"Provide cups, bowls, or spoons to practice scooping and pouring."
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Experiments with different textures,"Provide sand, water, or textured fabrics to explore tactile sensations."
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Participates in pretend cleaning or washing,"Provide toy brooms, cloths, or water for pretend cleaning activities."
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Builds simple towers with large blocks,Encourage stacking blocks vertically to create towers.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Explores colors in art activities,Provide finger paints or crayons and encourage mixing colors.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Uses toy animals for imaginative play,Encourage making animal sounds and creating small pretend scenarios.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Experiments with simple musical patterns,Provide drum or xylophone to explore rhythms and repeating patterns.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Explores different shaped blocks,"Provide squares, triangles, and circles for fitting and stacking activities."
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Participates in pretend feeding,Provide toy dishes or dolls to encourage feeding and caregiving play.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Explores stacking and knocking down,Encourage building block towers and knocking them down to understand cause and effect.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Uses crayons or markers for scribbling,Provide large crayons for drawing simple lines and shapes on paper.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Experiments with stacking cups,Provide nesting or stacking cups to explore size and order.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Engages in pretend cleaning activities,Encourage wiping tables or toy surfaces to mimic adult behaviors.
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Explores texture through playdough or clay,"Provide safe, non-toxic clay or playdough to pinch, roll, and shape."
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Builds simple structures with blocks,"Encourage stacking blocks to form walls, towers, or bridges."
19,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",montessori_creative,Pretends to cook and serve,"Encourage imaginative play with toy pots, pans, and dishes."
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Solves simple problems,Provide shape sorters or simple puzzles and guide the child to fit pieces correctly.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Counts 1–3 with objects,"Encourage counting toys, blocks, or snacks aloud while playing together."
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Understands size (big/small),Provide objects of different sizes and ask 'Which is big? Which is small?'
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Completes simple pattern tasks,"Provide beads, blocks, or stickers to arrange in repeating color or shape patterns."
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Recognizes familiar objects,Point out everyday objects and name them: 'This is a cup.'
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Explores textures,"Provide materials like soft fabric, rough sponge, or smooth blocks to explore tactile sensations."
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Sorts objects by color or shape,Provide colored blocks or shapes and guide sorting into matching groups.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Recognizes simple sequences,"Show simple daily sequences like putting on shoes, washing hands, or stacking blocks in order."
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Explores cause and effect,Provide toys where pressing a button or pulling a lever produces sound or movement.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Matches shapes or colors,"Provide puzzles, shape sorters, or colored objects to match correctly."
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Explores different materials,Provide safe household objects with various textures to explore differences.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Observes and imitates actions,"Demonstrate stacking, pouring, or clapping and encourage imitation."
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Recognizes familiar people or objects in pictures,"Show photos of family, friends, or favorite toys and name them."
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Identifies basic colors,"Point out and name colors during play, like 'Red ball, blue cup.'"
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Explores stacking and balancing,Provide blocks to stack vertically and explore balance and stability.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Experiments with pouring and filling,"Provide cups or containers with water or rice to scoop, pour, and transfer."
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Begins understanding object permanence,Play peek-a-boo or hide-and-seek with toys to show that objects exist even when hidden.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Explores stacking rings or cups,Provide nesting toys for sorting by size and stacking in order.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Explores simple puzzles,Provide 2–3 piece puzzles and encourage fitting pieces into the correct slots.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Counts objects while stacking or sorting,Encourage counting toys or blocks aloud while stacking or sorting.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Identifies differences in size or shape,Provide objects of different sizes and shapes and encourage sorting or comparing.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Explores cause and effect with toys,Provide push-button or pull-string toys that respond with sound or movement.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Matches objects by category,"Provide animal, vehicle, or fruit toys to sort into groups."
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Recognizes familiar patterns,Show patterns with colored blocks or beads and ask the child to replicate.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Explores textures with hands,"Provide sand, water, soft cloth, or rice to touch and explore."
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Stacks objects with guidance,Provide cups or blocks and encourage building towers with supervision.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Identifies simple patterns by sight,Provide objects arranged in color or shape patterns and ask the child to point or repeat.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Explores moving parts on toys,"Provide toys with wheels, levers, or buttons to explore cause and effect."
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Identifies objects by function,"Show common objects like cups, spoons, and balls and name their uses."
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Completes simple matching activities,Provide picture cards to match identical or related objects.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Explores stacking in different orders,Provide blocks or cups of varying sizes and encourage stacking differently.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Experiments with fitting objects,Provide nesting cups or puzzle pieces to try fitting them together.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Identifies objects based on texture,"Ask the child to choose rough, soft, or smooth objects from a set."
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Begins to follow simple sequences,Demonstrate simple sequences like stacking then knocking down and encourage imitation.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Recognizes basic shapes,"Point out circles, squares, and triangles in toys or objects."
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Explores problem-solving through trial and error,"Provide toys that require pushing, turning, or stacking to figure out function."
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Identifies differences in quantity,Provide sets of 1–3 objects and encourage noticing which set has more or less.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Uses objects to explore ideas,"Provide containers, blocks, or cups to pour, stack, and fit together."
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Matches simple patterns,Use colored blocks or beads to create repeating patterns and ask the child to match them.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",sensory_cognitive,Recognizes objects in multiple contexts,Show the same object in different rooms or situations and name it to reinforce recognition.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Runs steadily,Encourage short running games in safe indoor or outdoor spaces.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Climbs onto low furniture,Provide safe climbing opportunities like low steps or soft play structures.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Kicks a ball forward,Encourage kicking a soft ball and chasing it in a safe space.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Walks up and down steps with support,Guide the child with hand support on stairs or steps.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Throws a small ball,Encourage throwing soft balls into a basket or to a partner.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Pushes and pulls toys,Provide push-and-pull toys to encourage coordination and strength.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Turns pages in books,Encourage turning pages one by one in board books or picture books.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Builds towers with blocks,Provide large blocks to stack and knock down safely.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Feeds self with spoon,Encourage self-feeding using a spoon with soft foods.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Drinks from a cup independently,Provide a small cup and encourage independent drinking.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Crawls over obstacles,Set up soft obstacles to crawl over and encourage balance.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Stands on tiptoes,Encourage reaching for toys placed slightly higher to practice tiptoe balance.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Catches large ball with both hands,Gently roll or toss a soft ball for the child to catch.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Walks backward with support,Hold hands and encourage walking backward on a safe surface.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Pushes toy cars,Provide small push toys or cars to roll and explore.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Stands independently,Encourage standing and balancing without support for short periods.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Climbs on low furniture safely,Encourage climbing on soft low surfaces under supervision.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Balances on one foot briefly,Encourage holding balance while reaching or playing.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Explores different walking surfaces,"Allow walking on carpet, grass, or soft mats to feel textures."
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Throws objects into a container,Provide a basket or box and encourage throwing balls or toys into it.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Pulls toys while walking,Provide pull toys to encourage walking and coordination.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Stacks 3–4 blocks,Provide blocks to practice stacking and knocking down safely.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Walks holding hands steadily,Encourage holding hands while walking on smooth surfaces.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Climbs onto soft objects,Provide cushions or soft mats for climbing practice.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Runs short distances,Encourage safe running in open spaces or during playtime.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Kicks a stationary ball,Provide a soft ball for practice kicking and aiming.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Climbs stairs with help,Encourage climbing stairs while holding an adult's hand.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Bends and reaches for objects,Place toys slightly out of reach to encourage bending and stretching.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Pulls off socks or shoes,Encourage independent undressing of simple clothing items.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Turns knobs or handles,"Provide safe knobs, handles, or simple locks to practice turning."
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Catches rolling ball,Gently roll a soft ball and encourage catching with both hands.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Uses spoon to scoop food,Encourage practicing scooping soft food and bringing it to mouth.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Builds with interlocking blocks,Provide large interlocking blocks to create simple structures.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Walks along a line with support,Draw a line on the floor and encourage walking along it with hand support.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Throws ball over short distance,Encourage tossing a soft ball towards a basket or partner.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Kicks moving ball slowly,Encourage kicking a rolling ball gently to develop coordination.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Climbs onto low slide or step,Provide safe low slides or steps to encourage climbing practice.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Balances while reaching for toys,Place toys slightly to the side and encourage reaching while standing.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Walks around obstacles,Set up soft obstacles to navigate around safely.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",motor,Uses both hands to manipulate objects,"Provide toys that require two-hand coordination, like shape sorters or stackable cups."
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Uses 2–3 word sentences,Encourage phrases like 'mama come' or 'want ball' during playtime.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Understands simple questions,Ask questions like 'Where is your shoe?' and encourage pointing or verbal response.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Sings rhymes and imitates words,Sing short rhymes and encourage repeating words and actions.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Vocabulary grows rapidly (50–100+ words),Introduce new words during daily activities and label objects.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Uses pronouns like 'I' and 'me',Encourage phrases like 'I want' or 'Give me'.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Names familiar objects,Point to common objects and encourage naming them aloud.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Understands simple instructions,Give short instructions like 'Bring your cup' and encourage following them.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Points to objects when named,Say 'Show me the ball' and encourage pointing to the correct object.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Repeats words overheard in conversation,Encourage repeating simple words used during conversations.
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Uses gestures to communicate,"Encourage waving, pointing, or nodding along with words."
20,Imagination & Language Growth Stage,"Encourage self-expression, problem-solving, and language expansion",language,Names familiar people,Ask 'Who is this?' while showing family members or friends.
