age_group,environment,topic,scenario,safety_category,response_guidance,learning_goal,emotional_tone,message_style,trusted_action,complexity_level,reviewed_by
9–12,School,Online Sharing,A friend asks you to post another student’s private homework online.,Digital Safety,Refuse and tell a teacher.,Teach children to respect digital privacy.,Serious,Scenario-based,Report digital privacy violations.,3,"['Teacher', 'Child psychologist']"
9–12,School,Physical Safety,Students leave backpacks on the stairs creating a tripping hazard.,Risk Awareness,Walk carefully and tell a teacher.,Teach children to identify hazards and respond safely.,Neutral,Scenario-based,Report unsafe conditions immediately.,2,"['Teacher', 'Child psychologist']"
9–12,School,Peer Pressure,Friends encourage you to skip class for fun activities.,Decision Making,Refuse and attend class responsibly.,Teach children to prioritize responsibilities over peer influence.,Supportive,Discussion,Seek adult guidance if pressured.,3,"['Teacher', 'Child psychologist']"
9–12,School,Health Awareness,A student refuses to wear a mask during flu season.,Health Safety,Remind politely or inform a teacher.,Teach children to follow health precautions.,Neutral,Discussion,Encourage healthy practices among peers.,2,"['Teacher', 'Child psychologist']"
9–12,School,Bullying Awareness,A classmate laughs at your clothing in the cafeteria.,Needs help,Ignore and report to a teacher or counselor.,Encourage reporting bullying rather than retaliation.,Neutral,Role-play,Seek adult support when bullied.,2,"['Teacher', 'Child psychologist']"
9–12,School,Respecting Others,A student repeatedly interrupts you during a group assignment.,Conflict Resolution,Politely ask them to wait or involve a teacher.,Teach assertive communication and respect.,Neutral,Discussion,Seek adult support if interruptions continue.,2,"['Teacher', 'Child psychologist']"
9–12,School,Online Sharing,A friend asks you to share a classmate’s private video.,Digital Safety,Refuse and report to a teacher immediately.,Teach children to respect digital privacy.,Serious,Scenario-based,Report digital privacy violations.,3,"['Teacher', 'Child psychologist']"
9–12,School,Cyberbullying,Someone posts mean comments about your project online.,Digital Safety,Do not respond and inform a teacher.,Teach safe responses to online bullying.,Serious,Role-play,Report cyberbullying immediately.,3,"['Teacher', 'Child psychologist']"
9–12,School,Emotional Safety,You feel anxious about reading a poem in class.,Emotional Awareness,Practice with a friend or ask a teacher for support.,Help children manage classroom anxiety.,Supportive,Discussion,Seek adult guidance when nervous.,2,"['Teacher', 'Child psychologist']"
9–12,School,Conflict Resolution,Students argue over sharing science lab equipment.,Decision Making,Suggest a fair rotation or involve a teacher.,Teach safe conflict resolution.,Supportive,Discussion,Involve adults for fairness.,3,"['Teacher', 'Child psychologist']"
9–12,School,Peer Pressure,Friends encourage you to copy homework.,Decision Making,Refuse and complete your work independently.,Teach integrity under peer pressure.,Serious,Discussion,Seek adult guidance if pressured.,3,"['Teacher', 'Child psychologist']"
9–12,School,Locker Safety,Someone tries to open your locker without permission.,Property Protection,Keep it locked and report to a teacher.,Teach children to protect personal belongings.,Neutral,Scenario-based,Report suspicious activity.,2,"['Teacher', 'Child psychologist']"
9–12,School,Bullying Awareness,A classmate makes fun of your lunch choices.,Needs help,Ignore and report to a teacher or counselor.,Encourage children to report bullying rather than retaliate.,Neutral,Role-play,Seek adult support when bullied.,2,"['Teacher', 'Child psychologist']"
9–12,School,Respecting Others,A student keeps talking over you during group work.,Conflict Resolution,Politely ask them to wait or involve a teacher.,Teach assertive communication and respect for peers.,Neutral,Discussion,Seek adult support if interruptions persist.,2,"['Teacher', 'Child psychologist']"
9–12,School,Online Sharing,A friend asks you to forward a private message from another student.,Digital Safety,Refuse and inform a teacher.,Teach children to respect digital privacy.,Serious,Scenario-based,Report digital privacy violations.,3,"['Teacher', 'Child psychologist']"
9–12,School,Cyberbullying,Someone shares unkind messages about you in the class group chat.,Digital Safety,Do not respond and report to a teacher.,Teach children safe responses to online bullying.,Serious,Role-play,Report cyberbullying immediately.,3,"['Teacher', 'Child psychologist']"
9–12,School,Emotional Safety,You feel anxious about participating in a debate.,Emotional Awareness,Practice and seek encouragement from a teacher.,Help children manage anxiety in public speaking.,Supportive,Discussion,Seek guidance when feeling anxious.,2,"['Teacher', 'Child psychologist']"
9–12,School,Conflict Resolution,Students argue about using shared art supplies.,Decision Making,Suggest a fair schedule or ask a teacher to help.,Teach safe conflict resolution.,Supportive,Scenario-based,Involve adults for fairness.,3,"['Teacher', 'Child psychologist']"
9–12,School,Peer Pressure,Friends ask you to skip homework to play games.,Decision Making,Refuse and complete your homework.,Teach children to prioritize responsibilities over peer pressure.,Serious,Discussion,Seek adult guidance if pressured.,3,"['Teacher', 'Child psychologist']"
9–12,School,Locker Safety,Someone tries to peek into your locker while you are at lunch.,Property Protection,Keep it locked and inform a teacher.,Teach children to protect personal belongings.,Neutral,Scenario-based,Report suspicious activity.,2,"['Teacher', 'Child psychologist']"
9–12,School,Bullying Awareness,A classmate makes fun of your voice during reading time.,Needs help,Ignore and report to a teacher or counselor.,Encourage reporting bullying rather than retaliation.,Neutral,Role-play,Seek adult support when bullied.,2,"['Teacher', 'Child psychologist']"
9–12,School,Conflict Resolution,Students argue over turn-taking in a math activity.,Decision Making,Propose a rotation or ask a teacher to mediate.,Teach children safe conflict resolution.,Supportive,Discussion,Involve adults for fairness.,3,"['Teacher', 'Child psychologist']"
9–12,School,Emotional Safety,You feel nervous answering questions in front of the class.,Emotional Awareness,Take deep breaths and ask a teacher for support.,Help children manage classroom anxiety.,Supportive,Discussion,Seek adult guidance when anxious.,2,"['Teacher', 'Child psychologist']"
9–12,School,Online Sharing,A friend asks you to share a classmate’s personal photo.,Digital Safety,Refuse and report to a teacher.,Teach children to protect others’ digital privacy.,Serious,Scenario-based,Report privacy violations immediately.,3,"['Teacher', 'Child psychologist']"
9–12,School,Cyberbullying,Someone posts rude comments about your homework online.,Digital Safety,Do not reply and tell a teacher.,Teach children safe responses to online bullying.,Serious,Role-play,Report cyberbullying immediately.,3,"['Teacher', 'Child psychologist']"
9–12,School,Conflict Resolution,Students argue over using the art supplies.,Decision Making,Suggest a fair rotation or involve a teacher.,Teach children safe conflict resolution.,Supportive,Discussion,Involve adults for fairness.,3,"['Teacher', 'Child psychologist']"
9–12,School,Peer Pressure,Friends ask you to cheat on a quiz.,Decision Making,Refuse and do your work honestly.,Teach integrity under peer pressure.,Serious,Discussion,Seek adult guidance if pressured.,3,"['Teacher', 'Child psychologist']"
9–12,School,Locker Safety,Someone tries to open your locker while you are away.,Property Protection,Keep it locked and tell a teacher.,Teach children to protect personal belongings.,Neutral,Scenario-based,Report suspicious activity.,2,"['Teacher', 'Child psychologist']"
9–12,School,Bullying Awareness,A classmate teases your voice in front of peers.,Needs help,Ignore and tell a teacher or counselor.,Encourage reporting bullying rather than retaliation.,Neutral,Role-play,Seek adult support when bullied.,2,"['Teacher', 'Child psychologist']"
9–12,School,Conflict Resolution,Students argue about taking turns using the PE equipment.,Decision Making,Propose a fair schedule or involve a teacher.,Teach children safe conflict resolution.,Supportive,Discussion,Involve adults for fairness.,3,"['Teacher', 'Child psychologist']"
9–12,School,Emotional Safety,You feel anxious performing in a school talent show.,Emotional Awareness,Practice and seek support from a teacher.,Help children manage performance anxiety.,Supportive,Discussion,Seek guidance for confidence.,2,"['Teacher', 'Child psychologist']"
9–12,School,Online Sharing,A friend asks you to post another student’s private work online.,Digital Safety,Refuse and report to a teacher.,Teach children to respect digital privacy.,Serious,Scenario-based,Report digital privacy violations.,3,"['Teacher', 'Child psychologist']"
9–12,School,Cyberbullying,Someone shares mean comments about your project in the school chat.,Digital Safety,Do not respond and inform a teacher.,Teach children safe responses to online bullying.,Serious,Role-play,Report cyberbullying immediately.,3,"['Teacher', 'Child psychologist']"
9–12,School,Conflict Resolution,Students argue over using shared classroom supplies.,Decision Making,Suggest a rotation or ask a teacher to mediate.,Teach safe conflict resolution.,Supportive,Discussion,Involve adults for fairness.,3,"['Teacher', 'Child psychologist']"
9–12,School,Peer Pressure,Friends ask you to skip studying for a test to play video games.,Decision Making,Refuse and focus on studying.,Teach children to prioritize responsibilities over peer influence.,Serious,Discussion,Seek adult guidance if pressured.,3,"['Teacher', 'Child psychologist']"
9–12,School,Locker Safety,Someone tries to peek inside your locker when you are at lunch.,Property Protection,Keep it locked and tell a teacher.,Teach children to protect personal belongings.,Neutral,Scenario-based,Report suspicious activity.,2,"['Teacher', 'Child psychologist']"
9–12,School,Bullying Awareness,A classmate teases your handwriting in front of others.,Needs help,Ignore and report to a teacher or counselor.,Encourage children to report bullying rather than retaliate.,Neutral,Role-play,Seek adult support when bullied.,2,"['Teacher', 'Child psychologist']"
9–12,School,Respecting Others,A student keeps interrupting you during class discussion.,Conflict Resolution,Ask politely or involve a teacher if needed.,Teach assertive communication and respect.,Neutral,Discussion,Seek adult support if interruptions persist.,2,"['Teacher', 'Child psychologist']"
9–12,School,Online Sharing,A friend asks you to forward a private message from another student.,Digital Safety,Refuse and inform a teacher.,Teach children to protect digital privacy.,Serious,Scenario-based,Report privacy violations immediately.,3,"['Teacher', 'Child psychologist']"
9–12,School,Cyberbullying,Someone posts rude comments about your sports performance online.,Digital Safety,Do not reply and tell a teacher.,Teach safe responses to online bullying.,Serious,Role-play,Report cyberbullying immediately.,3,"['Teacher', 'Child psychologist']"
9–12,School,Conflict Resolution,Students argue about who gets to use the computer first.,Decision Making,Suggest a fair schedule or ask a teacher to help.,Teach safe conflict resolution.,Supportive,Discussion,Involve adults for fairness.,3,"['Teacher', 'Child psychologist']"
9–12,School,Peer Pressure,Friends encourage you to copy homework answers.,Decision Making,Refuse and complete your work honestly.,Teach integrity under peer pressure.,Serious,Discussion,Seek adult guidance if pressured.,3,"['Teacher', 'Child psychologist']"
9–12,School,Locker Safety,Someone tries to peek inside your locker when you are at PE class.,Property Protection,Keep it locked and report to a teacher.,Teach children to protect personal belongings.,Neutral,Scenario-based,Report suspicious activity.,2,"['Teacher', 'Child psychologist']"
9–12,School,Bullying Awareness,A classmate laughs at your handwriting in class.,Needs help,Ignore and report to a teacher or counselor.,Encourage reporting bullying instead of retaliation.,Neutral,Role-play,Seek adult support when bullied.,2,"['Teacher', 'Child psychologist']"
9–12,School,Respecting Others,A student repeatedly interrupts your group discussion.,Conflict Resolution,Politely ask them to wait or involve a teacher.,Teach assertive communication and respect.,Neutral,Discussion,Seek adult support if interruptions persist.,2,"['Teacher', 'Child psychologist']"
9–12,School,Online Sharing,A friend asks you to forward a private classmate’s email.,Digital Safety,Refuse and report to a teacher.,Teach children to protect digital privacy.,Serious,Scenario-based,Report privacy violations immediately.,3,"['Teacher', 'Child psychologist']"
9–12,School,Cyberbullying,Someone posts rude comments about your class performance online.,Digital Safety,Do not respond and inform a teacher.,Teach safe responses to online bullying.,Serious,Role-play,Report cyberbullying immediately.,3,"['Teacher', 'Child psychologist']"
9–12,School,Conflict Resolution,Students argue over who uses the computer first.,Decision Making,Suggest a fair rotation or ask a teacher to mediate.,Teach safe conflict resolution.,Supportive,Discussion,Involve adults for fairness.,3,"['Teacher', 'Child psychologist']"
9–12,School,Peer Pressure,Friends encourage you to skip homework to watch TV.,Decision Making,Refuse and focus on your homework.,Teach children to prioritize responsibilities over peer influence.,Serious,Discussion,Seek adult guidance if pressured.,3,"['Teacher', 'Child psychologist']"
9–12,School,Locker Safety,Someone tries to tamper with your locker while you are in class.,Property Protection,Keep it locked and report to a teacher.,Teach children to protect personal belongings.,Neutral,Scenario-based,Report suspicious activity.,2,"['Teacher', 'Child psychologist']"
9–12,School,Bullying Awareness,A classmate mocks your voice during reading time.,Needs help,Ignore and tell a teacher or counselor.,Encourage reporting bullying instead of retaliation.,Neutral,Role-play,Seek adult support when bullied.,2,"['Teacher', 'Child psychologist']"
9–12,School,Conflict Resolution,Students argue over using PE equipment during class.,Decision Making,Propose a fair schedule or involve a teacher.,Teach safe conflict resolution.,Supportive,Discussion,Involve adults for fairness.,3,"['Teacher', 'Child psychologist']"
9–12,School,Emotional Safety,You feel nervous about presenting your project to the class.,Emotional Awareness,Practice and ask a teacher for support.,Help children manage classroom anxiety safely.,Supportive,Discussion,Seek guidance when anxious.,2,"['Teacher', 'Child psychologist']"
9–12,School,Online Sharing,A friend asks you to share another student’s private work online.,Digital Safety,Refuse and inform a teacher immediately.,Teach children to respect digital privacy.,Serious,Scenario-based,Report privacy violations immediately.,3,"['Teacher', 'Child psychologist']"
9–12,School,Cyberbullying,Someone posts mean comments about your art project online.,Digital Safety,Do not reply and report to a teacher.,Teach safe responses to online bullying.,Serious,Role-play,Report cyberbullying immediately.,3,"['Teacher', 'Child psychologist']"
9–12,School,Conflict Resolution,Students argue over taking turns in using classroom supplies.,Decision Making,Suggest a fair rotation or involve a teacher.,Teach safe conflict resolution.,Supportive,Discussion,Involve adults for fairness.,3,"['Teacher', 'Child psychologist']"
9–12,School,Peer Pressure,Friends encourage you to cheat on a quiz.,Decision Making,Refuse and complete your own work honestly.,Teach integrity under peer pressure.,Serious,Discussion,Seek adult guidance if pressured.,3,"['Teacher', 'Child psychologist']"
9–12,School,Locker Safety,Someone tries to open your locker without permission.,Property Protection,Keep it locked and inform a teacher.,Teach children to protect personal belongings.,Neutral,Scenario-based,Report suspicious activity.,2,"['Teacher', 'Child psychologist']"
9–12,School,Bullying Awareness,A classmate mocks your voice during reading class.,Needs help,Ignore and tell a teacher or counselor.,Encourage reporting bullying instead of retaliation.,Neutral,Role-play,Seek adult support when bullied.,2,"['Teacher', 'Child psychologist']"
9–12,School,Conflict Resolution,Students argue about who gets to use sports equipment first.,Decision Making,Propose a fair schedule or ask a teacher to help.,Teach safe conflict resolution.,Supportive,Discussion,Involve adults for fairness.,3,"['Teacher', 'Child psychologist']"
9–12,School,Emotional Safety,You feel anxious reading aloud in class.,Emotional Awareness,Practice and seek encouragement from a teacher.,Help children manage classroom anxiety.,Supportive,Discussion,Seek guidance when anxious.,2,"['Teacher', 'Child psychologist']"
9–12,School,Online Sharing,A friend asks you to post a private photo of another student.,Digital Safety,Refuse and tell a teacher.,Teach children to respect digital privacy.,Serious,Scenario-based,Report privacy violations immediately.,3,"['Teacher', 'Child psychologist']"
4–5,Outdoor,Stranger Awareness,A stranger offers you candy while you are playing in the park.,Unsafe behavior,"Say no, step back, and run to your parent or caregiver.",Teach children not to accept gifts from unknown people.,Serious,Scenario,Tell a trusted adult immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Home,Stranger Awareness,"Someone knocks on the door and says they are a delivery person, but your parent isn’t home.",Unsafe behavior,Do not open the door and call your parent or guardian.,Help children recognize safe vs unsafe strangers at home.,Serious,Scenario,Go to a safe room and tell an adult immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,A stranger asks you to help find a lost puppy.,Unsafe behavior,Say no and go back to a trusted adult.,"Teach children to stay close to safe adults, even for kind tasks.",Serious,Scenario,Run to parent or caregiver immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,Someone unknown calls your name and asks you to follow them.,Unsafe behavior,"Shout loudly 'No!', move away, and find a trusted adult.",Help children respond confidently to strangers calling them.,Serious,Scenario,Find a parent or teacher immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,A stranger offers to show you their pet in their car.,Unsafe behavior,"Say no, walk away, and tell a trusted adult.",Teach children to avoid getting into cars with unknown adults.,Serious,Scenario,Immediately inform a parent or caregiver.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,Someone you don’t know offers to take your picture with their camera.,Unsafe behavior,Politely say no and walk to a safe adult.,Help children understand not to share photos with strangers.,Serious,Scenario,Report to parent or caregiver immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,A stranger offers to give you a ride home from the playground.,Unsafe behavior,"Say no, run to a trusted adult, and do not accept the ride.",Help children avoid being taken by strangers.,Serious,Scenario,Tell parent or teacher immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,A stranger asks you to keep a secret for them.,Unsafe behavior,Say no and tell a trusted adult about the secret.,Teach children that no secrets from strangers are safe.,Serious,Scenario,Inform parent or caregiver immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,Someone unknown asks you to pick up something from their car.,Unsafe behavior,Do not approach and go back to a trusted adult.,Prevent children from approaching strangers or their vehicles.,Serious,Scenario,Tell parent or caregiver immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,A stranger offers to play a fun game with you alone.,Unsafe behavior,"Say no, walk back to friends or trusted adult.",Help children avoid one-on-one interactions with strangers.,Serious,Scenario,Immediately inform a trusted adult.,1,"['Child safety NGO', 'School counselor']"
4–5,Home,Stranger Awareness,Someone tries to ask you questions about your family when your parent is not home.,Unsafe behavior,Do not answer and go to a safe adult.,Teach children to protect personal family information.,Serious,Scenario,Tell parent or caregiver immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,A stranger asks you to bring them your toys.,Unsafe behavior,Say no and walk away to a safe adult.,Prevent children from trusting strangers with belongings.,Serious,Scenario,Tell parent or caregiver immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,Someone unknown tries to touch your hands or clothes.,Unsafe behavior,"Pull away, shout 'No!', and run to a trusted adult.",Teach children to protect personal space from strangers.,Serious,Scenario,Report to parent or teacher immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,A stranger offers a ride on a bicycle to show you something.,Unsafe behavior,Say no and go back to a trusted adult.,Prevent children from riding with strangers.,Serious,Scenario,Tell parent or caregiver immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,Someone asks you to follow them to see a magic trick.,Unsafe behavior,Say no and go back to a trusted adult.,Help children resist stranger lures using curiosity.,Serious,Scenario,Inform parent or caregiver immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,A stranger offers to let you pet their dog alone.,Unsafe behavior,Say no and return to a trusted adult.,Teach children to avoid unaccompanied interactions with strangers.,Serious,Scenario,Report to parent or caregiver immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,Someone unknown tries to take your hand while walking outside.,Unsafe behavior,"Pull back, shout 'No!', and find a trusted adult immediately.",Protect children from being led away by strangers.,Serious,Scenario,Tell parent or caregiver immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Home,Stranger Awareness,Someone calls you on the phone and asks for your name and address.,Unsafe behavior,Do not answer personal questions and tell your parent immediately.,Teach children not to give personal info over phone to strangers.,Serious,Scenario,Inform parent or caregiver immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,A stranger asks you to help them carry something heavy.,Unsafe behavior,Say no and return to a trusted adult.,Teach children to refuse helping strangers with tasks.,Serious,Scenario,Tell parent or caregiver immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,Someone offers you a toy to follow them into a building.,Unsafe behavior,Say no and go back to your parent or caregiver.,Teach children to avoid following strangers for gifts.,Serious,Scenario,Inform trusted adult immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,A stranger asks you to help them find their lost child.,Unsafe behavior,Do not go with them and find your parent or teacher.,"Teach children to stay close to safe adults, even in emergencies.",Serious,Scenario,Go to trusted adult immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,Someone you don’t know asks if you want to see a puppy in their bag.,Unsafe behavior,Say no and run to a trusted adult.,Help children recognize animal lures from strangers.,Serious,Scenario,Tell parent or caregiver immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,A stranger offers to teach you a magic trick alone.,Unsafe behavior,Say no and return to a trusted adult.,Teach children to avoid one-on-one interactions with strangers.,Serious,Scenario,Report to parent or caregiver immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Home,Stranger Awareness,Someone unknown comes into your yard and asks you to help them pick flowers.,Unsafe behavior,Say no and go inside to tell a parent.,Help children stay safe outdoors from unknown adults.,Serious,Scenario,Inform parent or caregiver immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,A stranger offers to buy you ice cream if you go with them.,Unsafe behavior,Say no and return to your parent or caregiver.,Teach children to avoid bribery or treats from strangers.,Serious,Scenario,Tell trusted adult immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,Someone unknown asks you to help them pick up something dropped on the street.,Unsafe behavior,Do not approach and return to a trusted adult.,Prevent children from interacting with strangers for errands.,Serious,Scenario,Inform parent or caregiver immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,A stranger asks you to take a message to another adult.,Unsafe behavior,Say no and return to a parent or teacher.,Teach children not to act as messengers for strangers.,Serious,Scenario,Report immediately to a trusted adult.,1,"['Child safety NGO', 'School counselor']"
4–5,Home,Stranger Awareness,Someone calls on the phone asking if your parents are home.,Unsafe behavior,Do not answer personal questions and tell your parent.,Help children protect household privacy.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,A stranger tries to give you a balloon to follow them.,Unsafe behavior,Say no and go back to a trusted adult.,Teach children to resist following strangers for gifts.,Serious,Scenario,Tell parent or caregiver immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,Someone unknown asks you to come see a surprise in their bag.,Unsafe behavior,Say no and walk back to a trusted adult.,Prevent children from being lured by unknown surprises.,Serious,Scenario,Report to parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,A stranger asks to tie your shoelaces for you.,Unsafe behavior,Say no and move to a trusted adult.,Teach children to avoid physical contact with strangers.,Serious,Scenario,Tell parent or caregiver immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,Someone unknown wants to show you a new toy inside their van.,Unsafe behavior,Say no and run to a trusted adult immediately.,Prevent children from entering vehicles with strangers.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Home,Stranger Awareness,Someone unknown rings the doorbell asking to see your pet alone.,Unsafe behavior,Do not open the door and inform your parent.,Teach children not to let strangers in for pets or errands.,Serious,Scenario,Tell parent or caregiver immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,A stranger asks you to go with them to find a lost item nearby.,Unsafe behavior,Say no and return to your parent or caregiver.,Teach children to avoid strangers’ errands or requests.,Serious,Scenario,Inform parent or trusted adult immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,A stranger asks you to come help them pick up something from the sidewalk.,Unsafe behavior,Say no and walk back to a trusted adult.,Teach children not to interact with strangers for errands.,Serious,Scenario,Tell parent or caregiver immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,Someone unknown tries to offer you a smartphone to show you a game.,Unsafe behavior,Say no and go back to a trusted adult.,Prevent children from taking electronic devices from strangers.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,A stranger offers to carry your backpack to show you something.,Unsafe behavior,Say no and return to a trusted adult.,Teach children not to give belongings to strangers.,Serious,Scenario,Tell parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Home,Stranger Awareness,Someone unknown calls asking if you are alone in the house.,Unsafe behavior,Do not answer personal questions and tell a parent immediately.,Teach children not to reveal home information to strangers.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,A stranger tries to convince you to follow them to see a fun toy.,Unsafe behavior,Say no and run to a trusted adult.,Teach children to resist being lured by strangers with toys.,Serious,Scenario,Tell parent or caregiver immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,Someone unknown tries to touch your shoulder while calling your name.,Unsafe behavior,"Pull away, shout 'No!', and go to a trusted adult.",Teach children to protect themselves physically from strangers.,Serious,Scenario,Report immediately to parent or caregiver.,1,"['Child safety NGO', 'School counselor']"
4–5,Home,Stranger Awareness,Someone rings the doorbell claiming to be a neighbor you haven’t met.,Unsafe behavior,Do not open the door and call your parent.,Teach children to verify strangers before interacting at home.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,A stranger offers to show you a puppy in their house.,Unsafe behavior,Say no and go back to a trusted adult.,Teach children not to enter strangers’ houses.,Serious,Scenario,Report to parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,Someone unknown asks if you want to help them find their wallet.,Unsafe behavior,Say no and return to a trusted adult.,Teach children to avoid helping strangers with personal tasks.,Serious,Scenario,Tell parent or caregiver immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,A stranger offers to let you ride a scooter to show something fun.,Unsafe behavior,Say no and go to a trusted adult immediately.,Prevent children from accepting rides from strangers.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Home,Stranger Awareness,Someone unknown asks to see your pet through the window.,Unsafe behavior,Do not respond and tell your parent immediately.,Teach children not to interact with strangers even from a distance.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,A stranger wants to show you a 'fun surprise' inside their van.,Unsafe behavior,Say no and run to a trusted adult immediately.,Prevent children from going into vehicles with strangers.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,Someone unknown asks to take your hand to 'help you cross the street'.,Unsafe behavior,Say no and go back to a trusted adult.,Teach children to only cross streets with known adults.,Serious,Scenario,Tell parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,A stranger asks you to follow them to find a 'lost puppy'.,Unsafe behavior,Say no and return to a trusted adult immediately.,"Teach children not to follow strangers, even for animals.",Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,Someone unknown offers to carry your bag to 'help you quickly'.,Unsafe behavior,Say no and walk back to a trusted adult.,Prevent children from trusting strangers with belongings.,Serious,Scenario,Report to parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Home,Stranger Awareness,"Someone knocks and says they are a friend of your parents, but you don’t recognize them.",Unsafe behavior,Do not open the door and tell your parent immediately.,Teach children to verify adults before interacting.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,A stranger offers to play a new game with you away from your friends.,Unsafe behavior,Say no and go back to your trusted adult.,Teach children to avoid one-on-one interactions with strangers.,Serious,Scenario,Inform parent or caregiver immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,Someone unknown asks if you want to see a 'surprise' behind their car.,Unsafe behavior,Say no and move to a trusted adult immediately.,Teach children to resist curiosity lures from strangers.,Serious,Scenario,Tell parent or caregiver immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Public,Stranger Awareness,A stranger wants to show you a 'magic trick' inside their van.,Unsafe behavior,Say no and go back to a trusted adult immediately.,Prevent children from entering vehicles with strangers.,Serious,Scenario,Inform parent immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Home,Stranger Awareness,Someone unknown knocks and asks to see your sibling alone.,Unsafe behavior,Do not let them in and tell your parent immediately.,Teach children to protect siblings from strangers.,Serious,Scenario,Inform parent or caregiver immediately.,1,"['Child safety NGO', 'School counselor']"
4–5,Outdoor,Stranger Awareness,A stranger tries to give you money to follow them somewhere.,Unsafe behavior,Say no and return to a trusted adult immediately.,Teach children to refuse money or gifts from strangers.,Serious,Scenario,Report to parent immediately.,1,"['Child safety NGO', 'School counselor']"
