age_group,subject,topic,difficulty_level,example_type,input,output,solution_steps
11-12,Social Studies,Cultural and political diversity around the world,medium,factual,Which Asian country blends modern and traditional cultures in its society?,Japan blends ancient traditions with modern technology and lifestyle.,"['Japan preserves traditions like tea ceremonies and kimonos.', 'It also leads in innovation and design.', 'This mix shows cultural balance and respect for heritage.']"
11-12,Social Studies,Cultural and political diversity around the world,easy,conceptual,What is one way people experience other cultures without leaving home?,"People can experience other cultures through international food, movies, or music.","['Cultural products travel across borders.', 'Food, films, and songs share stories and values.', 'These help people appreciate global diversity.']"
11-12,Social Studies,Cultural and political diversity around the world,easy,factual,"Which country is famous for its blend of European, African, and Indigenous cultures in music and dance?","Brazil is known for its mix of European, African, and Indigenous cultures, especially seen in samba and carnival celebrations.","['Portuguese, African, and native influences shape Brazilian culture.', 'Samba music and dance come from this mix.', 'Carnival celebrates this cultural diversity each year.']"
11-12,Social Studies,Cultural and political diversity around the world,medium,conceptual,Why do countries have different political systems?,"Countries have different political systems because of their unique histories, cultures, and values.","['Political systems reflect a nation’s traditions and beliefs.', 'Some prefer democracy, others monarchy or republics.', 'These systems evolve from historical and cultural roots.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,analytical,How can political diversity strengthen global cooperation?,Political diversity allows nations to share different ideas and find balanced solutions to world issues.,"['Each system brings unique perspectives on leadership.', 'Cooperation respects diversity while seeking peace.', 'Shared values like freedom and fairness unite countries.']"
11-12,Social Studies,Cultural and political diversity around the world,easy,factual,Which European country is known for its cultural regions like Catalonia and Basque Country?,"Spain is known for its diverse regions like Catalonia and Basque Country, each with its own traditions and languages.","['Spain has several autonomous regions.', 'Each region has unique languages and festivals.', 'This shows internal cultural and political diversity.']"
11-12,Social Studies,Cultural and political diversity around the world,medium,conceptual,How does religion influence cultural diversity?,"Religion shapes traditions, holidays, and values that make each culture unique.","['Religious beliefs guide daily life and art.', 'Different faiths add variety to world cultures.', 'Respecting religions helps maintain harmony.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,analytical,What challenges can arise in countries with many political parties and groups?,Countries with many political groups may face disagreements that slow decision-making but also encourage debate and representation.,"['Diverse views make governing complex.', 'However, it ensures multiple voices are heard.', 'Balance between cooperation and competition is needed.']"
11-12,Social Studies,Cultural and political diversity around the world,easy,conceptual,What does the term ‘global citizenship’ mean?,Global citizenship means being aware of and respecting people from all cultures and nations.,"['Global citizens care about fairness and equality.', 'They understand how their actions affect others worldwide.', 'They promote peace and cooperation across cultures.']"
11-12,Social Studies,Cultural and political diversity around the world,medium,factual,"Which Asian country is known for its multiple ethnic groups like Han, Uighur, and Tibetan people?","China is home to many ethnic groups including Han, Uighur, and Tibetan communities.","['Han is the largest ethnic group in China.', 'Minorities like Uighur and Tibetan preserve unique traditions.', 'Government policies aim to balance unity and diversity.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,analytical,Why is it important for international organizations to respect political diversity?,Respecting political diversity helps organizations like the UN work fairly with all nations regardless of their government type.,"['Different nations have varied systems and values.', 'Equal respect keeps cooperation peaceful.', 'Ignoring political diversity causes conflicts or bias.']"
11-12,Social Studies,Cultural and political diversity around the world,easy,factual,Which North American country officially recognizes both English and French as national languages?,Canada recognizes English and French as its two official languages.,"['Canada’s culture includes both British and French heritage.', 'Quebec is mostly French-speaking.', 'This bilingualism reflects respect for cultural diversity.']"
11-12,Social Studies,Cultural and political diversity around the world,medium,conceptual,How do art and literature express cultural diversity?,"Art and literature show the stories, beliefs, and traditions of different communities.","['Writers and artists reflect their culture’s experiences.', 'Art connects people across languages and borders.', 'It helps preserve cultural identity and history.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,analytical,What role do international festivals play in promoting diversity?,International festivals help people share their traditions and understand different cultures better.,"['Festivals unite people through music, food, and art.', 'They break stereotypes and build friendship.', 'Global cultural exchange encourages peace and respect.']"
11-12,Social Studies,Cultural and political diversity around the world,easy,conceptual,What can students do to appreciate cultural diversity in their classroom?,Students can share their traditions and learn about others’ customs.,"['Talk about family festivals or foods.', 'Ask questions and listen with respect.', 'Celebrate differences through projects and teamwork.']"
11-12,Social Studies,Cultural and political diversity around the world,medium,factual,"Which country in the Middle East has Jewish, Muslim, and Christian communities?","Israel has Jewish, Muslim, and Christian communities living within its borders.","['Jerusalem is holy to all three religions.', 'Cultural and religious traditions overlap in the region.', 'Efforts continue to balance faith and peace.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,analytical,How can education help reduce prejudice in diverse societies?,"Education helps people understand and respect different cultures, reducing fear and bias.","['Learning about others removes stereotypes.', 'Diverse classrooms build empathy and teamwork.', 'Knowledge leads to equality and social harmony.']"
11-12,Social Studies,Cultural and political diversity around the world,easy,factual,Which African country is known for its over 250 ethnic groups and many languages?,Nigeria is known for its great cultural diversity with over 250 ethnic groups.,"['Groups like Yoruba, Igbo, and Hausa have distinct traditions.', 'Nigeria’s diversity is shown in music, food, and dress.', 'Unity is encouraged through national celebrations.']"
11-12,Social Studies,Cultural and political diversity around the world,medium,conceptual,Why is it valuable to learn multiple languages?,Learning multiple languages helps people communicate and understand other cultures.,"['Languages open doors to new ideas and friendships.', 'They help in global travel and careers.', 'Multilingualism encourages cultural respect.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,analytical,How can global media both support and threaten cultural diversity?,Media can spread diverse cultures worldwide but may also make small cultures less visible.,"['Global platforms share art and ideas widely.', 'Popular cultures may dominate smaller ones.', 'Balanced media helps preserve true diversity.']"
11-12,Social Studies,Cultural and political diversity around the world,easy,factual,"Which country in South Asia has cultural influences from Hinduism, Buddhism, and Islam?","India’s culture is shaped by Hinduism, Buddhism, and Islam, among others.","['Different religions have coexisted for centuries.', 'They influence art, music, and architecture.', 'This creates India’s rich cultural diversity.']"
11-12,Social Studies,Cultural and political diversity around the world,medium,conceptual,How do migration and travel increase diversity in cities?,"Migration and travel bring new people, foods, and traditions to cities, making them more diverse.","['People move for work, study, or safety.', 'They share their culture with new communities.', 'Cities grow richer with different lifestyles and ideas.']"
11-12,Social Studies,Cultural and political diversity around the world,easy,factual,Which Southeast Asian country is made up of many islands and has over 700 languages?,Indonesia is made up of thousands of islands and has more than 700 languages spoken across its regions.,"['Indonesia is the world’s largest island nation.', 'Each island group has unique traditions and languages.', 'This makes it one of the most culturally diverse countries.']"
11-12,Social Studies,Cultural and political diversity around the world,medium,conceptual,Why is cultural diversity important in the workplace?,Cultural diversity helps workplaces become more creative and understanding.,"['Different backgrounds bring new ideas and problem-solving skills.', 'It improves teamwork and empathy.', 'Inclusive environments build stronger organizations.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,analytical,How can global organizations protect cultural heritage sites?,Organizations like UNESCO protect cultural heritage by promoting preservation and awareness.,"['UNESCO lists World Heritage Sites for protection.', 'They provide funding and education for maintenance.', 'Preservation keeps human history alive for all cultures.']"
11-12,Social Studies,Cultural and political diversity around the world,easy,factual,Which European country celebrates Bastille Day as a symbol of freedom and national unity?,France celebrates Bastille Day every July 14 to honor liberty and unity.,"['Bastille Day marks the start of the French Revolution.', 'It celebrates equality and democracy.', 'The event reflects national pride and shared history.']"
11-12,Social Studies,Cultural and political diversity around the world,medium,conceptual,How do cultural traditions change over time?,"Cultural traditions change as people mix, travel, and adopt new ideas.","['Migration and communication spread customs.', 'Younger generations adapt traditions to modern life.', 'Cultures evolve while keeping their roots.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,analytical,How can democratic systems adapt to multicultural societies?,Democratic systems can adapt by ensuring equal rights and representation for all cultural groups.,"['Diverse societies need inclusive policies.', 'Governments should listen to all communities.', 'Representation builds trust and fairness in democracy.']"
11-12,Social Studies,Cultural and political diversity around the world,easy,factual,"Which Caribbean country is famous for its blend of African, European, and Indian cultures?","Trinidad and Tobago blends African, European, and Indian cultures, especially in music and festivals.","['People from different regions settled there over centuries.', 'Carnival and calypso music reflect cultural fusion.', 'Diversity is celebrated in everyday life and art.']"
11-12,Social Studies,Cultural and political diversity around the world,medium,conceptual,Why do some countries have national languages and regional languages?,"National languages unite a country, while regional languages preserve local identities.","['National languages help in communication and governance.', 'Regional languages express cultural roots and heritage.', 'Both together support unity and diversity.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,analytical,What can be the impact of colonization on cultural diversity?,"Colonization often reduced local traditions and languages, but it also led to cultural blending.","['Colonizers imposed their culture and language.', 'Many local customs were lost or changed.', 'Modern societies try to recover indigenous traditions.']"
11-12,Social Studies,Cultural and political diversity around the world,easy,conceptual,What does the phrase ‘unity in diversity’ mean?,It means people can be united even when they come from different cultures and backgrounds.,"['Differences make societies richer.', 'Common goals bring people together.', 'Unity grows stronger through respect for diversity.']"
11-12,Social Studies,Cultural and political diversity around the world,medium,factual,Which Middle Eastern country is known as the birthplace of three major religions?,"Israel is the birthplace of Judaism, Christianity, and Islam.","['Jerusalem is holy to all three religions.', 'Each faith has deep cultural roots there.', 'The country represents religious and cultural diversity.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,analytical,How can international schools encourage cultural understanding?,International schools encourage understanding by mixing students from different countries and promoting respect through activities.,"['Students share customs and traditions.', 'Lessons include global perspectives.', 'Events and clubs celebrate diversity and teamwork.']"
11-12,Social Studies,Cultural and political diversity around the world,easy,factual,Which African country has cultural influences from both Arab and African traditions?,Morocco’s culture is influenced by both Arab and African traditions.,"['Located between Africa and Europe, Morocco blends influences.', 'It shows African roots with Arabic and Berber heritage.', 'Architecture and art reflect this fusion.']"
11-12,Social Studies,Cultural and political diversity around the world,medium,conceptual,Why do some nations have multicultural policies?,They have multicultural policies to protect and celebrate the cultures of all citizens.,"['Policies ensure fairness for different ethnic groups.', 'They encourage sharing and learning between communities.', 'This supports peace and equal opportunities for all.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,analytical,What happens when one culture dominates others in society?,"When one culture dominates, smaller groups may lose their traditions and languages.","['Cultural dominance reduces variety.', 'Minority groups struggle to maintain identity.', 'Equal recognition protects all cultural expressions.']"
11-12,Social Studies,Cultural and political diversity around the world,easy,factual,Which festival in China is celebrated worldwide and honors family and ancestors?,"The Chinese New Year, also called the Spring Festival, honors family and ancestors.","['Families reunite and share traditional meals.', 'Red decorations symbolize good luck.', 'The festival is celebrated globally by Chinese communities.']"
11-12,Social Studies,Cultural and political diversity around the world,medium,conceptual,How can music connect people from different cultures?,Music connects people by expressing emotions and stories that everyone can understand.,"['Music crosses language barriers.', 'People share rhythms, instruments, and songs.', 'Concerts and festivals unite global audiences.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,analytical,How can leaders promote peace in culturally divided countries?,"Leaders can promote peace by encouraging dialogue, fairness, and shared national goals.","['They must listen to all cultural groups.', 'Policies should protect equality and justice.', 'Shared visions unite people beyond differences.']"
11-12,Social Studies,Cultural and political diversity around the world,easy,conceptual,Why do people celebrate international cultural days?,They celebrate to learn about other traditions and promote global friendship.,"['Cultural days showcase food, music, and art.', 'They help people appreciate global traditions.', 'These events promote unity and respect.']"
11-12,Social Studies,Cultural and political diversity around the world,medium,factual,"Which South American country has Spanish, African, and Indigenous cultural influences?","Colombia’s culture combines Spanish, African, and Indigenous traditions.","['Spanish colonization mixed with native customs.', 'African influence came through music and dance.', 'This blend forms modern Colombian culture.']"
11-12,Social Studies,Cultural and political diversity around the world,easy,conceptual,What does cultural respect mean?,Cultural respect means valuing and accepting the customs and traditions of others.,"['Respecting culture means avoiding unfair judgment.', 'It includes learning about others’ ways of life.', 'It helps create peace in diverse societies.']"
11-12,Social Studies,Cultural and political diversity around the world,easy,factual,Which Asian country is known for a mix of modern and traditional culture?,Japan is known for combining modern technology with deep traditional customs.,"['Japan values progress and innovation.', 'It also preserves tea ceremonies and festivals.', 'This mix shows cultural balance and pride.']"
11-12,Social Studies,Cultural and political diversity around the world,easy,factual,Which African nation has over 500 spoken languages?,"Nigeria has more than 500 spoken languages, showing its great cultural diversity.","['Nigeria has many ethnic groups.', 'Each group speaks its own language.', 'Together, they form a rich national culture.']"
11-12,Social Studies,Cultural and political diversity around the world,medium,conceptual,What is multiculturalism?,Multiculturalism is when people from different backgrounds live together and are respected equally.,"['Define multiculturalism as social inclusion.', 'Explain that it values diversity, not sameness.', 'It creates unity in a variety of cultures.']"
11-12,Social Studies,Cultural and political diversity around the world,medium,factual,Which country is the world’s largest democracy?,"India is the world’s largest democracy, allowing millions to vote freely.","['Democracy means rule by the people.', 'India’s constitution protects citizen rights.', 'Everyone has the power to vote in elections.']"
11-12,Social Studies,Cultural and political diversity around the world,medium,analytical,How can education support cultural diversity?,Education supports diversity by teaching respect and awareness of different cultures.,"['Schools teach global citizenship.', 'Students learn tolerance and empathy.', 'This builds understanding in diverse societies.']"
11-12,Social Studies,Cultural and political diversity around the world,medium,conceptual,What role do international organizations play in promoting diversity?,Organizations like the United Nations promote diversity by protecting human rights and cultural heritage.,"['UNESCO supports education and cultural projects.', 'These efforts preserve traditions and languages.', 'Such programs strengthen global unity in diversity.']"
11-12,Social Studies,Cultural and political diversity around the world,medium,factual,Which region in Spain is known for its distinct language and culture?,"Catalonia is known for its unique language, Catalan, and strong cultural identity.","['Catalonia has its own language and traditions.', 'It is part of Spain but has autonomy.', 'This shows regional cultural diversity.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,analytical,Why do cultural conflicts sometimes arise between groups?,Cultural conflicts arise when people misunderstand or disrespect others’ traditions or values.,"['Miscommunication causes tension.', 'Prejudice or ignorance deepens conflict.', 'Dialogue and education can solve these problems.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,analytical,How do global media affect cultural diversity?,Global media can both share and reduce cultural diversity by spreading ideas from around the world.,"['Media spreads knowledge of different cultures.', 'But it can make local traditions less visible.', 'Balance helps preserve unique cultures while sharing ideas.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,conceptual,Why do some nations choose federal political systems?,Nations choose federal systems to share power between national and regional governments.,"['Federalism divides powers by levels of government.', 'It allows regions to manage local issues.', 'This supports diversity within unity.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,analytical,How does cultural diversity help in global problem-solving?,"Diverse cultures bring different ideas and experiences, leading to creative global solutions.","['Different perspectives improve innovation.', 'Shared learning builds cooperation.', 'It strengthens global understanding and peace.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,conceptual,Why do nations have different laws and rights?,"Nations have different laws because their cultures, religions, and histories shape their values.","['Law reflects social traditions and beliefs.', 'Cultural norms guide what is fair or right.', 'Thus, laws vary worldwide but serve common purposes.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,analytical,How can governments protect minority cultures?,Governments can protect minority cultures by ensuring language rights and cultural education.,"['Policies can support minority schools and media.', 'Funding helps preserve cultural traditions.', 'Recognition in law promotes inclusion and equality.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,analytical,Why do some countries have monarchies while others are republics?,"Some countries kept monarchies due to tradition, while others adopted republics to promote equal governance.","['Monarchies come from historical royal systems.', 'Republics emerged from democratic ideals.', 'Both reflect different paths of political evolution.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,analytical,What challenges do multicultural nations face?,Multicultural nations face challenges like inequality and misunderstandings among groups.,"['Diverse groups may struggle with representation.', 'Unfair treatment can cause social tension.', 'Equal opportunities build unity and peace.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,analytical,How does globalization influence cultural and political diversity?,Globalization connects people worldwide but can also make cultures more similar.,"['Trade and travel spread global ideas.', 'Local customs may change or blend.', 'Cultural awareness helps maintain uniqueness.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,conceptual,Why is diversity considered a strength for societies?,"Diversity is a strength because it brings creativity, knowledge, and new ways of solving problems.","['Different perspectives improve teamwork.', 'Cultural mix encourages innovation.', 'Diverse societies adapt and grow faster.']"
11-12,Social Studies,Cultural and political diversity around the world,easy,conceptual,What is meant by cultural exchange?,"Cultural exchange means people from different countries share ideas, art, and traditions with each other.","['Cultural exchange happens through travel, music, and education.', 'It helps people understand other ways of life.', 'It builds global friendships and respect.']"
11-12,Social Studies,Cultural and political diversity around the world,easy,factual,Which festival in the United States celebrates many cultures coming together?,"The International Festival in the United States celebrates different cultures through food, music, and performances.","['Such festivals invite communities to share traditions.', 'They showcase foods, clothing, and dances from around the world.', 'They teach respect for global diversity.']"
11-12,Social Studies,Cultural and political diversity around the world,easy,conceptual,Why do people dress differently in various parts of the world?,"People dress differently because of their culture, climate, and traditions.","['Clothes often suit the weather of the region.', 'Traditional attire reflects local beliefs and festivals.', 'Cultural diversity is seen in clothing styles worldwide.']"
11-12,Social Studies,Cultural and political diversity around the world,easy,factual,Which country is known as the 'Rainbow Nation' because of its cultural diversity?,South Africa is called the 'Rainbow Nation' because it has people of many cultures and languages.,"['South Africa has 11 official languages.', 'Its population includes many ethnic and cultural groups.', 'This nickname celebrates its diversity and unity.']"
11-12,Social Studies,Cultural and political diversity around the world,medium,analytical,How can tourism promote cultural diversity?,Tourism promotes cultural diversity by encouraging visitors to learn about and appreciate different ways of life.,"['Tourists visit cultural landmarks and events.', 'They experience new customs and traditions.', 'This spreads understanding and respect between cultures.']"
11-12,Social Studies,Cultural and political diversity around the world,medium,factual,Which European city is known for its international population and multicultural lifestyle?,London is known for being home to people from many cultures around the world.,"['London has communities from Asia, Africa, and Europe.', 'Its culture includes many cuisines, festivals, and languages.', 'This diversity shapes its global identity.']"
11-12,Social Studies,Cultural and political diversity around the world,medium,analytical,Why do countries form international organizations like the United Nations?,Countries form organizations like the UN to work together despite political and cultural differences.,"['The UN promotes peace and global cooperation.', 'It respects all nations’ cultures and systems.', 'Such unity helps solve shared world problems.']"
11-12,Social Studies,Cultural and political diversity around the world,medium,conceptual,How do political systems show diversity among nations?,"Different countries have different systems like democracy, monarchy, or socialism, showing political diversity.","['Political systems depend on people’s history and beliefs.', 'They reflect different ways to choose leaders.', 'This variety shows how societies organize themselves.']"
11-12,Social Studies,Cultural and political diversity around the world,medium,conceptual,What is global citizenship?,Global citizenship means caring for people and the planet beyond one’s own country.,"['It includes respecting cultural differences.', 'Global citizens work together for equality and peace.', 'It connects all humans as part of one world.']"
11-12,Social Studies,Cultural and political diversity around the world,medium,analytical,Why is it important for leaders to understand cultural diversity?,Leaders need to understand cultural diversity to make fair decisions and unite different communities.,"['Knowing cultures prevents bias and misunderstanding.', 'It helps create policies that respect all people.', 'This builds stronger, more inclusive nations.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,analytical,What are the challenges of managing cultural diversity in a large country?,Large countries face challenges like language barriers and unequal representation of cultural groups.,"['Different groups may need specific rights or recognition.', 'Balancing unity and independence is complex.', 'Policies of inclusion and respect can solve these issues.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,conceptual,How can language preservation protect cultural identity?,"Preserving a language helps keep the stories, traditions, and identity of a culture alive.","['Languages hold cultural wisdom and history.', 'When lost, part of the culture disappears.', 'Teaching young people native languages preserves identity.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,analytical,Why do some regions seek political independence?,Some regions seek independence to protect their cultural identity and make their own political decisions.,"['Differences in language and tradition inspire autonomy.', 'Local people may want self-rule and recognition.', 'Peaceful dialogue helps resolve independence movements.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,analytical,How does colonization still affect cultural diversity today?,"Colonization affected cultures by mixing traditions and languages, but it also caused loss of native practices.","['Colonial powers changed local education and language.', 'Some traditions disappeared, others blended.', 'Modern countries now try to restore original cultures.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,analytical,What are some ways global cities maintain cultural harmony?,"Global cities maintain harmony through laws protecting equality, cultural festivals, and community programs.","['Cities support multicultural events and dialogue.', 'Anti-discrimination laws ensure fairness.', 'Education and inclusion build peaceful communities.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,analytical,Why is freedom of religion important in diverse societies?,Freedom of religion ensures people of different faiths can live together peacefully and equally.,"['It protects everyone’s right to worship freely.', 'It prevents discrimination based on beliefs.', 'This freedom builds respect among citizens.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,conceptual,How do global migrations change national identities?,Migration changes national identities by blending different cultures and creating new shared traditions.,"['Immigrants bring new languages and customs.', 'Societies adapt and form multicultural identities.', 'This creates richer and more inclusive nations.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,analytical,Why is cultural awareness essential in international diplomacy?,Cultural awareness helps diplomats communicate respectfully and avoid misunderstandings between nations.,"['Understanding customs prevents offense.', 'It builds trust during negotiations.', 'Cultural sensitivity strengthens global relations.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,analytical,What role do youth play in protecting cultural diversity?,Youth protect cultural diversity by learning their heritage and promoting respect for all cultures.,"['Young people can document traditions and languages.', 'They use technology to share cultural knowledge.', 'Their awareness builds inclusive future societies.']"
11-12,Social Studies,Cultural and political diversity around the world,hard,conceptual,Why must governments include all cultural groups in decision-making?,Including all groups ensures fair representation and strengthens democracy in diverse societies.,"['Every culture brings unique perspectives.', 'Representation builds trust in leadership.', 'Equal inclusion prevents conflict and promotes unity.']"
11-12,Social Studies,"Global issues – pollution, sustainability, equality",easy,conceptual,Why should we recycle materials like paper and plastic?,Recycling reduces waste and saves natural resources.,"['It prevents pollution from trash.', 'It reuses materials instead of making new ones.', 'It helps the planet stay clean and sustainable.']"
11-12,Social Studies,"Global issues – pollution, sustainability, equality",easy,factual,What is air pollution caused by?,"Air pollution is mainly caused by vehicles, factories, and burning fuels.","['Smoke from factories and cars releases gases.', 'These gases harm air quality.', 'Clean energy can help reduce air pollution.']"
11-12,Social Studies,"Global issues – pollution, sustainability, equality",medium,conceptual,What does sustainability mean?,Sustainability means using resources carefully so future generations can enjoy them too.,"['It means balancing human needs with nature’s limits.', 'Recycling and renewable energy support sustainability.', 'It helps ensure a healthy planet for the future.']"
11-12,Social Studies,"Global issues – pollution, sustainability, equality",medium,analytical,How does plastic waste affect the oceans?,Plastic waste harms sea animals and pollutes marine ecosystems.,"['Animals may eat or get trapped in plastic.', 'It damages food chains in the ocean.', 'Reducing plastic use protects marine life.']"
11-12,Social Studies,"Global issues – pollution, sustainability, equality",medium,conceptual,Why is it important to treat all people equally?,"Equality ensures everyone has the same rights, chances, and respect.","['Every person deserves fair treatment.', 'Equality helps reduce discrimination and injustice.', 'It makes societies peaceful and fair.']"
11-12,Social Studies,"Global issues – pollution, sustainability, equality",medium,factual,Which global organization works to promote equality and peace?,"The United Nations (UN) works to promote equality, peace, and human rights around the world.","['The UN was created after World War II.', 'It brings nations together for common goals.', 'It supports education, health, and equality worldwide.']"
11-12,Social Studies,"Global issues – pollution, sustainability, equality",hard,analytical,How does inequality affect access to education?,Inequality means some children have fewer chances to go to school than others.,"['Poor families may lack money for school supplies.', 'Girls in some areas face more barriers than boys.', 'Equal access helps every child achieve their potential.']"
11-12,Social Studies,"Global issues – pollution, sustainability, equality",hard,conceptual,Why do global issues like climate change need cooperation between countries?,"Because climate change affects everyone, countries must work together to solve it.","['No single country can stop climate change alone.', 'Global cooperation creates stronger action plans.', 'It ensures fair responsibility for reducing pollution.']"
11-12,Social Studies,"Global issues – pollution, sustainability, equality",hard,analytical,How does economic inequality impact society?,"Economic inequality can cause poverty, limited education, and social conflict.","['Unequal wealth creates unfair opportunities.', 'It can increase tension between groups.', 'Policies promoting fairness can reduce inequality.']"
11-12,Social Studies,"Global issues – pollution, sustainability, equality",medium,conceptual,What happens when forests are cut down too quickly?,"Deforestation causes loss of wildlife, soil erosion, and climate problems.","['Trees clean the air and protect soil.', 'Cutting too many trees harms ecosystems.', 'Planting new trees helps restore balance.']"
11-12,Social Studies,"Global issues – pollution, sustainability, equality",easy,factual,What is water pollution?,"Water pollution happens when chemicals, waste, or oil make water unsafe.","['Factories and trash can pollute rivers and oceans.', 'It harms fish and people who drink the water.', 'Cleaning and protecting water sources prevents pollution.']"
11-12,Social Studies,"Global issues – pollution, sustainability, equality",easy,conceptual,Why is saving electricity good for the planet?,Saving electricity reduces pollution and saves energy resources.,"['Electricity often comes from burning fuel.', 'Less fuel burned means less air pollution.', 'Using energy wisely helps the Earth.']"
11-12,Social Studies,"Global issues – pollution, sustainability, equality",medium,factual,What are the main types of pollution?,"The main types of pollution are air, water, soil, and noise pollution.","['Each type harms the environment in a different way.', 'Air and water pollution affect living things most.', 'Controlling waste can reduce all kinds of pollution.']"
11-12,Social Studies,"Global issues – pollution, sustainability, equality",hard,analytical,How can using renewable energy promote equality?,Renewable energy can make power cheaper and more available to poor communities.,"['Fossil fuels are costly and limited.', 'Solar and wind energy can reach remote areas.', 'This reduces inequality in access to electricity.']"
11-12,Social Studies,"Global issues – pollution, sustainability, equality",easy,conceptual,What small actions can help protect the Earth?,"Recycling, saving water, and planting trees all help protect the Earth.","['Everyone can help in daily life.', 'Small changes make a big difference together.', 'Protecting nature keeps our planet safe.']"
11-12,Social Studies,"Global issues – pollution, sustainability, equality",medium,factual,What is the goal of the Paris Agreement?,The Paris Agreement aims to reduce global warming by cutting greenhouse gas emissions.,"['Countries agreed to lower pollution.', 'They aim to keep global temperature rise below 2°C.', 'This helps protect people and nature worldwide.']"
11-12,Social Studies,"Global issues – pollution, sustainability, equality",hard,analytical,How can education help solve global issues?,Education teaches people to understand problems like pollution and inequality and take action.,"['Educated people make informed decisions.', 'It encourages innovation and fair policies.', 'Knowledge leads to lasting global change.']"
11-12,Social Studies,"Global issues – pollution, sustainability, equality",medium,conceptual,Why should countries share technology for sustainability?,Sharing green technology helps all nations reduce pollution and grow responsibly.,"['Poorer countries may lack clean technology.', 'Sharing tools helps global progress.', 'Cooperation builds equality and sustainability.']"
11-12,Social Studies,"Global issues – pollution, sustainability, equality",easy,conceptual,Why is clean water important for all people?,"Clean water is necessary for drinking, cooking, and staying healthy.","['Water keeps people and crops alive.', 'Dirty water spreads diseases.', 'Everyone deserves safe access to water.']"
11-12,Social Studies,"Global issues – pollution, sustainability, equality",medium,conceptual,What does equality mean in society?,Equality means everyone has the same rights and opportunities.,"['All people deserve fair treatment.', 'Equality fights against discrimination.', 'It helps create peaceful, just societies.']"
11-12,Social Studies,"Global issues – pollution, sustainability, equality",medium,analytical,How does pollution affect animals?,Pollution harms animals by destroying habitats and making food or water unsafe.,"['Oil spills and plastics damage oceans.', 'Toxic waste poisons soil and plants.', 'Protecting nature helps animals survive.']"
11-12,Social Studies,"Global issues – pollution, sustainability, equality",medium,conceptual,Why is it important to protect endangered species?,Protecting endangered species keeps ecosystems balanced and biodiversity strong.,"['Every species plays a role in nature.', 'Losing them can harm the environment.', 'Conservation helps protect the planet’s life forms.']"
11-12,Social Studies,"Global issues – pollution, sustainability, equality",hard,analytical,How does climate change affect poor countries the most?,"Poor countries often face stronger impacts from floods, droughts, and heatwaves caused by climate change.","['They have fewer resources to recover from disasters.', 'Farming and water supplies are often damaged.', 'Global cooperation is needed to help them adapt.']"
11-12,Social Studies,"Global issues – pollution, sustainability, equality",hard,analytical,Why is gender equality important for development?,"Gender equality allows everyone to contribute to education, work, and leadership equally.","['When women and men have equal chances, economies grow.', 'Education for girls improves health and income.', 'Equality builds fair and stronger societies.']"
11-12,Social Studies,"Global issues – pollution, sustainability, equality",hard,conceptual,What can cities do to reduce pollution?,"Cities can use cleaner transport, plant trees, and manage waste better.","['Encourage public transport and cycling.', 'Use renewable energy in buildings.', 'Keep parks and green spaces healthy.']"
11-12,Social Studies,"Global issues – pollution, sustainability, equality",hard,analytical,How does overpopulation affect the environment?,"Overpopulation increases pollution, deforestation, and use of resources.","['More people means more waste and demand for energy.', 'Forests are cleared for housing and food.', 'Education and planning can balance population growth.']"
11-12,Social Studies,"Global issues – pollution, sustainability, equality",easy,conceptual,Why should we care about equality in the world?,Equality makes the world fairer and helps everyone live better lives.,"['Every person deserves the same respect.', 'Fairness reduces conflict and hate.', 'Equality helps create global peace.']"
